Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Onike Yaba Lagos,"600,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 "," FOR RENT: A Self Contain with pop, at onike for 600k annually .. Read more ",,1 beds1 baths1 Toilets
Off Adebola Ojomu Aguda Surulere Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 23 Jan 2023 ", FOR RENT: *Just out now* TOLET. Exquisitely finished modern massive Newly built 3bedroom.. Read more ,Newly Built,2 beds2 baths3 Toilets
Alagomeji Yaba Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 23 Jan 2023 ", FOR RENT: 3bedroom flat en-suite with Elevator lift at Borno way Alagomeji Yaba… 2.2m per .. Read more ,,3 beds3 baths4 Toilets
Abule Ijesha Abule Ijesha Yaba Lagos,"1,000,000/year","  Updated 13 Feb 2023, Added 05 Feb 2023 ", FOR RENT: A nice 2 bedroom flat apartment in a serene environment at Abule Ijesha Yaba wit.. Read more ,,2 beds3 baths3 Toilets
Palmgroove Shomolu Lagos,"800,000/year","  Updated 13 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Fastest fingers only: A fantastic brand new modern mini flat apartment in a sere.. Read more ,Newly Built,1 beds1 baths1 Toilets
Ajayi Road Ogba Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: This Beautiful 3 bedroom flat is a sight to behold. Its an upstairs flat with ow.. Read more ,Newly Built,3 beds3 baths4 Toilets
Phase 2 Gbagada Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: A Modern Cosy 3 bedrooms semi detached duplex (self compound no BQ) all ensuite .. Read more ,,3 beds3 baths4 Toilets
Ogudu Lagos,"550,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: A newly renovated spacious room self contained with all modern facilities and fe.. Read more ,Newly Built,0 beds0 baths0 Toilets
Onipanu Shomolu Lagos,"1,250,000/year","  Updated 13 Feb 2023, Added 27 Jan 2023 ", FOR RENT: *TO LET *AN EXECUTIVE 3 BEDROOM FLAT OFF SHIPEOLU STR. ONIPANU WARDROBE 2TOIL.. Read more ,,3 beds3 baths3 Toilets
Alagomeji Alagomeji Yaba Lagos,"2,300,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 ", FOR RENT: A nice 3 bedroom flat apartment upstairs with all rooms ensuite pop fittings cos.. Read more ,,3 beds4 baths4 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Pay and park Just out for let now Fastest finger *Ilupeju letting Tastefull.. Read more ,Newly Built,2 beds2 baths3 Toilets
Adeniran Ogunsanya Surulere Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 01 Feb 2023 "," FOR RENT: TOLET. A Superb Newly renovated, Spacious & exquisitely finished 4-bedroom du.. Read more ",Newly Built,4 beds4 baths4 Toilets
Shomolu Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Newly built lovely 2 bedroom flat ladilack shomolu rent 1.3m and 1.5m annually .. Read more ,Newly Built,2 beds2 baths3 Toilets
Bariga Shomolu Lagos,"400,000/year","  Updated 13 Feb 2023, Added 30 Jan 2023 ", FOR RENT: A nice self contain apartment in a nice environment at Bariga with water running.. Read more ,,0 beds0 baths0 Toilets
Sholuyi Soluyi Gbagada Lagos,"1,700,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 "," FOR RENT: *Just Out Now* A Newly built 2 Bedroom Flat in a very serene environment, G.. Read more ",FurnishedServicedNewly Built,2 beds3 baths3 Toilets
Abule Oja Yaba Lagos,"750,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Fastest fingers only: A brand new modern mini flat apartment in a nice environme.. Read more ,Newly Built,1 beds1 baths1 Toilets
Katampe Ext Abuja,"9,000,000/year","  Updated 18 Feb 2023, Added 01 Feb 2023 "," FOR RENT: Well built world-class smart standard, fully furnished and services pay and pac.. Read more",FurnishedServicedNewly Built,4 beds5 baths5 Toilets
Yaba Lagos,"600,000/year","  Updated 13 Feb 2023, Added 09 Jan 2023 "," FOR RENT: Standard room self contain with wardrobe, kitchen cabinets, Air condition, full .. Read more ",Serviced,1 beds1 baths1 Toilets
Palmgroove Shomolu Lagos,"1,000,000/year","  Updated 13 Feb 2023, Added 08 Jan 2023 ", FOR RENT: Just out Very decent n standard 2 bedroom all room ensuite with visitors toil.. Read more ,,2 beds3 baths3 Toilets
Sipeolu Palmgroove Shomolu Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 02 Jan 2023 ", FOR RENT: A fantastic relatively new modern 2 bedroom flat apartment in a nice environment.. Read more ,,2 beds3 baths3 Toilets
Abule Ijesha Yaba Lagos,"400,000/year","  Updated 13 Feb 2023, Added 17 Nov 2022 ", FOR RENT: A nice self contain apartment in a nice environment at Yaba with necessary moder.. Read more ,,0 beds0 baths0 Toilets
Onike Yaba Lagos,"500,000/year","  Updated 13 Feb 2023, Added 23 Oct 2022 ", FOR RENT: Very decent room self contain in a serene and secured environment at Onike. Grou.. Read more ,,0 beds0 baths0 Toilets
Off Morocco Road Shomolu Shomolu Lagos,"500,000/year","  Updated 13 Feb 2023, Added 21 Oct 2022 ", FOR RENT: Fastest fingers only: A fantastic modern self contain apartment in a serene envi.. Read more ,Newly Built,0 beds0 baths0 Toilets
St Finbars Akoka Yaba Lagos,"550,000/year","  Updated 13 Feb 2023, Added 19 Oct 2022 "," FOR RENT: Fastest fingers only: Service Selfcontain Apartment, For Corporate Clients O.. Read more ",,0 beds0 baths0 Toilets
Jibowu Yaba Lagos,"500,000/year","  Updated 13 Feb 2023, Added 19 Oct 2022 ", FOR RENT: FASTEST FINGERS ONLY A FANTASTIC MODERN ROOM SELF-CONTAIN AT JIBOWU YABA TECH.. Read more ,Newly Built,0 beds0 baths0 Toilets
Abule Ijesha Abule Ijesha Yaba Lagos,"650,000/year","  Updated 13 Feb 2023, Added 17 Oct 2022 ", FOR RENT: STILL AVAILABLE Just out for let now Fastest finger Executive Newly built s.. Read more ,Newly Built,0 beds0 baths0 Toilets
Pedro Palmgroove Shomolu Lagos,"400,000/year","  Updated 13 Feb 2023, Added 23 Sep 2022 ", FOR RENT: Just out A ROOMSELF AT BAWALA STR. FAMOUS BUS STOP PEDRO RD PALMGROVE LAGOS .. Read more ,,0 beds0 baths0 Toilets
Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos,"300,000/year","  Updated 13 Feb 2023, Added 04 Jul 2022 ", FOR RENT: Fastest fingers only: A nice and spacious room self contain apartment with tiles.. Read more ,,0 beds0 baths0 Toilets
Shomolu Shomolu Shomolu Lagos,"500,000/year","  Updated 13 Feb 2023, Added 16 Jun 2022 ", FOR RENT: Fastest fingers only: *Just Out A Very Nice And Very Big Roomself Contain .. Read more ,,0 beds0 baths0 Toilets
Bajulaye Onipanu Shomolu Lagos,"400,000/year","  Updated 13 Feb 2023, Added 03 Jun 2022 ", FOR RENT: *Still very much available neatly used standard selfcon with kitchen cabinets an.. Read more ,,0 beds0 baths0 Toilets
Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos,"180,000/year","  Updated 13 Feb 2023, Added 27 Apr 2022 ", FOR RENT: Fastest fingers only: A standard shop with big frontage in a strategic location .. Read more ,,0 beds0 baths0 Toilets
Fadeyi Ikorodu Road(ilupeju) Ilupeju Lagos,"250,000/year","  Updated 13 Feb 2023, Added 27 Apr 2022 ", FOR RENT: Fastest fingers only: A nice newly renovated apartment in a Serene environment a.. Read more ,FurnishedNewly Built,0 beds0 baths0 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"400,000/year","  Updated 13 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Fastest fingers only: A modern self contained apartment in a serene environment .. Read more ,,0 beds0 baths0 Toilets
Gbagada Extension Palmgroove Shomolu Lagos,"500,000/year","  Updated 13 Feb 2023, Added 18 Nov 2022 ", FOR RENT: A fantastic brand new modern self contain apartment in a serene environment off .. Read more ,Newly Built,0 beds0 baths0 Toilets
Akoka Yaba Lagos,"500,000/year","  Updated 13 Feb 2023, Added 16 Jan 2023 ", FOR RENT: A neatly used spacious and modern self contain apartment in a nice environment a.. Read more ,,1 beds0 baths0 Toilets
Glory Estates Ifako Gbagada Gbagada Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 23 Jan 2023 ", FOR RENT: *Still available Decent renovated Modern 4 bedrooms terraced duplex ensuite w.. Read more ,,4 beds4 baths3 Toilets
Onike Yaba Lagos,"600,000/year","  Updated 13 Feb 2023, Added 07 Feb 2023 ", FOR RENT: Neatly renovated mini flat in a close at Iwaya Onike available for rent at 300k .. Read more ,,1 beds1 baths1 Toilets
Chevron Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 22 Jan 2023 ", FOR RENT: TO LET SERVICED 4 BEDROOM SEMI DETACHED DUPLEX WITHIN A SERENE NEIGHBORHOOD .. Read more ,Newly Built,4 beds4 baths5 Toilets
Victoria Island Lagos,"8,300,000/year","  Updated 13 Feb 2023, Added 29 Apr 2022 "," FOR RENT: *Office Spaces To Let in a prime location, Victoria Island. Spaces available .. Read more ",ServicedNewly Built,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"16,000,000/year","  Updated 13 Feb 2023, Added 13 Jan 2023 ", FOR RENT: Lavishly Spaced 3-Bedroom terrace with a BQ located within Banana-island •••••.. Read more ,Serviced,3 beds4 baths4 Toilets
Ikota Lekki Lagos,"1,200,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Rent. 1.2 Agency. 120 Legal. 120 Caution. 50 Service charge 10.. Read more ,Serviced,0 beds1 baths1 Toilets
Off Admiralty Way Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Fully furnished 2 bedroom penthouse available for rent off Admiralty way Lekki.. Read more ,,2 beds2 baths2 Toilets
Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 07 Jan 2023 ", FOR RENT: FOR RENT!!! 4 bedroom terrace duplex for rent Location: Ikate lekki lagos .. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Aguda Surulere Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Nice and spacious 3 bedroom flat for rent in Surulere Lagos with all-round tiled.. Read more ,,3 beds2 baths2 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: TO LET SERVICED 4 BEDROOM TERRACE DUPLEX WITHIN A SERENE NEIGHBOURHOOD Lo.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Mende Maryland Lagos,"5,000,000/year","  Updated 13 Feb 2023, Added 27 Jan 2023 ", FOR RENT: WAREHOUSE TO LET: 400sqm warehouse at Mende Maryland PRICE: 5M per annum .. Read more ,,0 beds0 baths0 Toilets
Oregun Ikeja Lagos,"2,500,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Brand New 3 Bedroom Flat with all rooms En suite and guest toilet at Oregun Ik.. Read more ,Newly Built,3 beds4 baths4 Toilets
Off White Sand Ikate Lekki Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 10 Sep 2022 ", FOR RENT: OFFICE LETTING Brand new total size of 279sqm Office space being partition i.. Read more ,ServicedNewly Built,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 15 Jun 2022 ", FOR RENT: TO LET SHOP SPACES AVAILABLE WITHIN A VERY SERENE AND SECURED LOCATION Loc.. Read more ,Newly Built,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"11,000,000/year","  Updated 13 Feb 2023, Added 07 Feb 2023 ", FOR RENT: LUXURY 5 BEDROOM DETACHED DUPLEX WITHIN A SERENE NEIGHBOURHOOD! Location: Ikat.. Read more ,Newly Built,5 beds5 baths6 Toilets
Roxbury Estate Ikota Lekki Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 04 Feb 2023 "," FOR RENT: Four bedroom terrace for rent Rent 4m Service charge 480k, or pay 40k monthly .. Read more ",FurnishedServicedNewly Built,4 beds5 baths5 Toilets
Egbeda Alimosho Lagos,"800,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: 3 bedroom Flat upstairs tiles and very spacious Compound with wardrobes and prep.. Read more ,Serviced,3 beds3 baths3 Toilets
Lbs Ibeju Lekki Lagos,"1,550,000/year","  Updated 13 Feb 2023, Added 27 Jan 2023 "," FOR RENT: Just out/direct instruction Nicely finished 3 bedroom flat ensuite, just 2 peopl.. Read more ",,3 beds3 baths4 Toilets
Oba Akran Ikeja Lagos,"30,000,000/year","  Updated 13 Feb 2023, Added 30 Jul 2022 ", FOR RENT: FOR LONG LEASE ( OFFICE COMPLEX ) Property: A Story Building Of Office Complex .. Read more ,, beds0 baths0 Toilets
Osapa London Lekki Lagos,"1,000,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Rent 1m Sc 200k Agreement 10% Agency 10% Caution 10% Call before ent.. Read more ,Serviced,0 beds1 baths1 Toilets
Gra Ikeja Gra Ikeja Lagos,"6,500,000/year","  Updated 13 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Very good for commercial purposes .. Read more ,ServicedNewly Built,3 beds3 baths4 Toilets
Off Timothy B/stop Iwaya Yaba Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Rent : #3m Agreement fee 10% Agency 10% Caution fee & service change applied .. Read more ,Newly Built,3 beds3 baths3 Toilets
Ikate Lekki Lagos,"85,000,000","  Updated 20 Feb 2023, Added 20 Sep 2022 "," FOR SALE: modern 3 bedroom apartment in Ikate, Lekki, Lagos. This home has functional l.. Read more",ServicedNewly Built,3 beds3 baths4 Toilets
Ogudu Lagos,"4,500,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Ogudu gra letting A renovated 3 bedroom with a room bq is available for rent i.. Read more ,,3 beds4 baths4 Toilets
Sabo Yaba Lagos,"2,600,000/year","  Updated 13 Feb 2023, Added 26 Jan 2023 ", FOR RENT: Lovely and spacious 3 bedroom flat all en-suite with guest toilet and a room bq .. Read more ,Furnished,3 beds3 baths4 Toilets
"Spring Gardens, Orchid Road, Eleganza Bustop Lekki Lagos Lekki Lagos","4,000,000/year","  Updated 13 Feb 2023, Added 03 Feb 2023 "," FOR RENT: Newly built 4 bedroom terrace duplex in a service court on orchid road, Eleganza.. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
Chevron Alternative Road Lekki Lagos Chevron Lekki Lagos,"5,500,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 "," FOR RENT: 4-Bedroom Semi-Detached house with BQ at Chief Romanus Ndueche Street, Off Chevr.. Read more ",,4 beds4 baths5 Toilets
Ilaje Ajah Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Luxury 3 Bedroom Apartment all Rooms Ensuite is available for immediate rent in .. Read more ,,3 beds3 baths4 Toilets
Ologolo Lekki Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 21 Jan 2023 "," FOR RENT: Luxury 3 Bedroom Apartment with Bq at Ologolo, Lekki Rent: 3.5M Agreement: .. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
General Paint Lekki Gardens Estate Ajah Lagos,"3,000,000/year","  Updated 13 Feb 2023, Added 16 Nov 2022 ", FOR RENT: Full Plot of Land for Lease in a prime location Rent: N3m × 2 years = N6m .. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Massive 3 Bedroom Apartment Rent: N2M Service Charge: N200k Agency: 10% Le.. Read more ,,3 beds3 baths4 Toilets
Ebute Metta Yaba Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 08 Feb 2023 "," FOR RENT: Rent :#1,5m Agreement fee #150k Agency fee #150k Caution #200k.. Read more ",Newly Built,2 beds2 baths2 Toilets
Ikota Lekki Lagos,"1,800,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 "," FOR RENT: Total package is 2,360,000.. Read more ",,3 beds3 baths4 Toilets
Chevy View Estate Chevron Lekki Lagos,"1,400,000/year","  Updated 13 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Flat / Apartment for rent Chevy View Estate Lekki Lagos chevron Lekki Lagos.. Read more ,Serviced,0 beds1 baths1 Toilets
"Orchid Road, Eleganza Bustop Lekki Phase 2 Lekki Lagos","3,500,000/year","  Updated 13 Feb 2023, Added 14 Jan 2023 "," FOR RENT: 4 bedroom House for rent Orchid Road, Eleganza Bustop Lekki Lagos Lekki Phase 2 .. Read more ",,4 beds4 baths5 Toilets
"Maple Signature, Orchid Road Eleganza Bustop Lekki Lagos Lekki Lagos","900,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: 15 hours light Children playing area.. Read more ,Serviced,0 beds1 baths1 Toilets
Obanikoro Estate Obanikoro Shomolu Lagos,"1,300,000/year","  Updated 13 Feb 2023, Added 18 Nov 2022 ", FOR RENT: A nice 2 bedroom flat with costant electricity and necessary facilities at Obani.. Read more ,,0 beds0 baths0 Toilets
"No 5 Godson Olodiayo Close, Oniru New Market, Lekki Right, Lekki Phase 1 Lekki Lagos","1,400,000/year","  Updated 13 Feb 2023, Added 28 Jan 2023 "," FOR RENT: *NEW LETTING AT NO 5 GODSON OLODIAYA CLOSE, BESIDE PRINCE EBEANO SUPERMARKET, OF.. Read more ",,0 beds1 baths1 Toilets
Ebute Metta Yaba Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 21 Jan 2023 "," FOR RENT: A Well Maintained, Decent & Spacious 4bd Flat @ Ebute Metta East, Yaba, Lagos, i.. Read more ",,4 beds4 baths4 Toilets
Off Admiralty Lekki Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: To let: 4 bedroom semi-detached house with a room bq off admiralty way in lekki .. Read more ,,4 beds4 baths5 Toilets
Soluyi Gbagada Lagos,"2,500,000/year","  Updated 13 Feb 2023, Added 01 Feb 2023 "," FOR RENT: Decent spacious 4 bedrooms terrace duplex 4t 3b, with ante-room, 3 occupants to .. Read more ",Newly Built,4 beds4 baths4 Toilets
Fadeyi Ikorodu Road(ilupeju) Ilupeju Lagos,"600,000/year","  Updated 13 Feb 2023, Added 21 Jan 2023 ", FOR RENT: A lovely and standard mini flat apartment in a nice environment at Onipanu Fadey.. Read more ,,1 beds1 baths1 Toilets
Off Admiralty Way Lekki Lagos,"12,500,000/year","  Updated 13 Feb 2023, Added 03 Feb 2023 ", FOR RENT: TO LET BRAND NEW 5 BEDROOM DETACHED DUPLEX WITH BQ Location: Lekki 1 Lag.. Read more ,,5 beds5 baths6 Toilets
Opebi Ikeja Lagos,"2,000,000/year","  Updated 13 Feb 2023, Added 12 Jan 2023 "," FOR RENT: Hot Letting An Executive 2 Bedroom Apartment, fully tiled, Ensuite, wardrobes.. Read more ",,0 beds0 baths0 Toilets
Bajulaiye Shomolu Lagos,"800,000/year","  Updated 13 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Just out for let now Fastest finger Very nice and clean 2 bedroom flat with .. Read more ,,2 beds2 baths2 Toilets
Off Coker Road Coker Road Ilupeju Lagos,"500,000/year","  Updated 13 Feb 2023, Added 18 Oct 2022 ", FOR RENT: A fantastic brand new modern self contain apartment in a serene environment at P.. Read more ,Newly Built, beds baths Toilets
Lekki Lagos,"5,500,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: FOR RENT WITH THE FURNITURE IN LEKKI FULLY FURNISHED 2 BEDROOM FLAT WITHIN A.. Read more ,FurnishedServiced,2 beds2 baths3 Toilets
Osapa London Lekki Lagos,"7,500,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: 4 BEDROOM/FOR RENT/7.5M/OSAPA 4 BEDROOM SEMI DETACHED DUPLEX WITH BQ WITHIN .. Read more ,Newly Built,4 beds4 baths5 Toilets
Ilaje Ajah Lagos,"1,200,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: FOR RENT/2 BEDROOM/1.2M/AJAH SELF SERVICED 2 BEDROOM APARTMENT WITHIN A SE.. Read more ,Newly Built,2 beds1 baths2 Toilets
"Eletu Way, Osapa London Lekki Lagos","3,500,000/year","  Updated 13 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Newly built with fully fitted kitchen .. Read more ,Newly Built,3 beds3 baths4 Toilets
"Chevron Alternative Road, Chevron Lekki Lagos Chevron Lekki Lagos","5,500,000/year","  Updated 13 Feb 2023, Added 28 Jan 2023 "," FOR RENT: 5 bedroom House for rent Chevron Alternative Road, Chevron Lekki Lagos chevron L.. Read more ",,5 beds5 baths6 Toilets
Ikeja Gra Ikeja Gra Ikeja Lagos,"8,000,000/year","  Updated 13 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *READY TO MOVE-IN APARTMENTS IN GRA IKEJA FOR RENT/LEASE* (ur No1 GRA ikeja plug.. Read more ,ServicedNewly Built,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"1,000,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Clean 1 Bedroom Flat is available in a nice location for immediate rent. Rent.. Read more ,,1 beds2 baths2 Toilets
Mile 12 Kosofe Ikosi Lagos,"450,000/year","  Updated 13 Feb 2023, Added 22 Jan 2023 ", FOR RENT: Decent mini flat in irawo not far to irawo bus stop gated with car space... Read more ,,1 beds1 baths1 Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Service charge N800k Diesel deposit N850k ALC. 10%.. Read more ,Serviced,4 beds4 baths5 Toilets
"Victoria Crest2, Orchid Road Eleganza Bustop Lekki Phase 2 Lekki Lagos","750,000/year","  Updated 13 Feb 2023, Added 07 Nov 2022 "," FOR RENT: Flat / Apartment for rent Victoria Crest2, Orchid Road Eleganza Bustop Lekki Lag.. Read more ",,0 beds1 baths1 Toilets
Chevron Lekki Lagos,"3,500,000/year","  Updated 13 Feb 2023, Added 18 Dec 2022 ", FOR RENT: FOR RENT SERVICED 4BEDROOM TERRACE DUPLEX WITHIN A SERENE NEIGHBOURHOOD .. Read more ,Serviced,4 beds4 baths5 Toilets
Adeniyi Jones Adeniyi Jones Ikeja Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 12 Feb 2023 ", FOR RENT: Standard nice luxury 4 bedroom terrace duplex with 2 siting room in a good locat.. Read more ,,4 beds0 baths0 Toilets
"Royal Mews, Orchid Road Eleganza Bustop Lekki Lagos Lekki Lagos","1,400,000/year","  Updated 13 Feb 2023, Added 25 Jan 2023 "," FOR RENT: 24 hours light Agency, legal and caution 10% each Service charge 150.. Read more ",ServicedNewly Built,0 beds1 baths1 Toilets
Spg Road Ologolo Lekki Lagos,"2,200,000/year","  Updated 13 Feb 2023, Added 11 Jan 2023 "," FOR RENT: 3 Bedroom Flat at , ologolo, Off SPG Road Rent; 2.2m Agency fee 10% Agreemen.. Read more ",,3 beds3 baths4 Toilets
Ikate Lekki Lagos,"7,000,000/year","  Updated 13 Feb 2023, Added 08 Jan 2023 ", FOR RENT: 4 bedroom Semi detached duplex with Bq .. Read more ,Newly Built,4 beds5 baths6 Toilets
Alapere Kosofe Ikosi Lagos,"1,400,000/year","  Updated 13 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Newly built 2 bedroom in Agboyi estate with rooms ensuit guest toilet fitted kit.. Read more ,Newly Built,2 beds3 baths3 Toilets
New Garage Gbagada Lagos,"300,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Mini warehouse good for storage etc At Gbenle street Egbeda Price:300k Ref:.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"1,600,000,000","  Updated 20 Feb 2023, Added 10 Dec 2022 "," FOR SALE: FOR SALE: LOCATION: BANANA ISLAND ESTATE, IKOYI, LAGOS. Newly Built Luxuri.. Read more",Newly Built,5 beds5 baths6 Toilets
Lekki Lagos,"4,000,000/year","  Updated 13 Feb 2023, Added 10 Feb 2023 ", FOR RENT: *FOR RENT *BRAND NEW FULLY DETACHED DUPLEX AT LEKKI PALM CITY NOW N4M LETTING.. Read more ,Newly Built,4 beds4 baths5 Toilets
6a Remi Street Chevy View Estate Chevron Lekki Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 23 Jan 2023 ", FOR RENT: A new opening master bedroom available at Chevyveiw Estate Details: Rent 1.. Read more ,,1 beds1 baths1 Toilets
Mini Estate Awoyaya Ajah Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 20 Jan 2023 ", FOR RENT: Newly Built and spacious 3 Bedroom flat at awoyaya beside Mayfair gardens Rent .. Read more ,Newly Built,3 beds3 baths4 Toilets
Ifako Gbagada Gbagada Lagos,"2,500,000/year","  Updated 13 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Decent 3 bedroom ground floor @ Harmoney Estate Gbagada rent 2.5m .. Read more ,,3 beds2 baths2 Toilets
Ebute Metta Yaba Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 08 Feb 2023 ", FOR RENT: Lovely 2 bedroom flat @ Herbert Macaulay way by ondo Ebutemetta yaba rent 1.5m m.. Read more ,Newly Built,2 beds2 baths3 Toilets
Off Oyadiran Estate Makoko Sabo Yaba Lagos,"1,300,000/year","  Updated 13 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Luxury 2bed room flat yaba Features-pop ceiling Water heater Marbe tiles Parki.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"600,000/year","  Updated 13 Feb 2023, Added 09 Feb 2023 ", FOR RENT: A fantastic brand new modern mini flat apartment in a nice environment at Ilupej.. Read more ,Newly Built,1 beds2 baths2 Toilets
Coker Road Ilupeju Lagos,"800,000/year","  Updated 13 Feb 2023, Added 05 Feb 2023 ", FOR RENT: Fastest fingers only: A brand new modern standard mini flat apartment in a seren.. Read more ,Newly Built,1 beds2 baths2 Toilets
Off Pedro Road Palmgroove Shomolu Lagos,"500,000/year","  Updated 13 Feb 2023, Added 29 Jan 2023 ", FOR RENT: Fastest fingers only: A fantastic and spacious self contain apartment in a nice .. Read more ,,0 beds0 baths0 Toilets
Ikorodu Road(ilupeju) Ilupeju Lagos,"400,000/year","  Updated 13 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Fastest fingers only: A fantastic brand new standard and spacious self contain a.. Read more ,Newly Built,0 beds0 baths0 Toilets
Adelabu Surulere Lagos,"1,500,000/year","  Updated 13 Feb 2023, Added 24 Jan 2023 ", FOR RENT: *TO LET A newly built 2 bedroom flat located at Off Agboyin via Adelabu Surul.. Read more ,Newly Built,2 beds2 baths3 Toilets
Igbo Efon Lekki Lagos,"1,600,000/year","  Updated 13 Feb 2023, Added 31 Jan 2023 ", FOR RENT: Luxury 2 Bedroom Flat all Ensuite is available for immediate rent in a very secu.. Read more ,,2 beds2 baths3 Toilets
Ologolo Lekki Lagos,"8,000,000/year","  Updated 13 Feb 2023, Added 13 Dec 2022 ", FOR RENT: FOR RENT 4 BEDROOM TERRACE DUPLEX WITH BQ Location: Ologolo Lekki lagos .. Read more ,Newly Built,4 beds4 baths5 Toilets
