Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Ajah Lagos,"1,300,000",  Added 18 Feb 2023 , FOR RENT: BRAND NEW 2BEDROOM FLAT FOR RENT AT TEN FAMILY Location: Ten families by Kajo.. Read more ,Newly Built,2 beds baths Toilets
Estate Badore Ajah Lagos,"1,100,000",  Added 18 Feb 2023 , FOR RENT: Brand New 2 bedroom flat in an estate Badore rent upstairs and downstairs Ren.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ipaja Lagos Akowonjo Alimosho Lagos,"800,000",  Added 18 Feb 2023 ," FOR RENT: Decent 2bedroom duplex with pop ceiling,well tiles, fence and gate compound, @_G.. Read more ",,2 beds2 baths Toilets
Sangotedo Ajah Lagos,"1,000,000/year",  Added 18 Feb 2023 , FOR RENT: Renovated 2 Bedroom Apartment in an Estate ============================ Rent.. Read more ,,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"22,000,000/year",  Added 18 Feb 2023 , FOR RENT: Well maintained 2bedrms flat available for rent Orchid road Rent 2 2m Servic.. Read more ,,2 beds2 baths3 Toilets
Ikota Lekki Lagos,"5,000,000",  Added 18 Feb 2023 ," FOR RENT: Topnotch, Standard and well finished Brand New 4bedroom semi detached duplex wit.. Read more ",Newly Built,4 beds5 baths5 Toilets
Estate Ikota Lekki Lagos,"2,500,000","  Updated 18 Feb 2023, Added 18 Feb 2023 ", FOR RENT: Spacious 2bedrms flat apartment available for rent Orchid road Rent 3M(negoti.. Read more ,Newly Built,2 beds2 baths3 Toilets
Ikota Lekki Lagos,"3,500,000/year",  Added 18 Feb 2023 , FOR RENT: 3BEDROOM terrace Duplex at ikota:: Rent 3.5m Agency 350k Legal 350k Caution 3.. Read more ,,3 beds3 baths4 Toilets
Majek Sangotedo Ajah Lagos,"1,200,000/year",  Added 18 Feb 2023 , FOR RENT: Well maintained 3 Bedroom Apartment Rent: N1.2 Million Agency: 10% Legal: 1.. Read more ,,3 beds3 baths4 Toilets
Abijo Ajah Lagos,"1,500,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: beautifully built 2bed for rent in a secured estate in Abijo rent 1.5m agenc.. Read more ,Newly Built,2 beds3 baths3 Toilets
Abijo Ajah Lagos,"1,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Mini flat for rent in a secure estate rent 1m Agency 10% Agreement 10% Ref.. Read more ,Newly Built,1 beds2 baths2 Toilets
Abijo Ajah Lagos,"1,400,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 "," FOR RENT: rent 1.4m Agency10% Agreement 10% Refundable Caution 10% total Parkage 1,8.. Read more ",Newly Built,3 beds4 baths4 Toilets
Oral Estate Lekki Lagos,"2,800,000/year","  Updated 18 Feb 2023, Added 27 Jan 2023 ", FOR RENT: Executive Spacious 3 bedroom apartment with Bq. Location: Lagos Manor oral es.. Read more ,Serviced,3 beds3 baths4 Toilets
Osapa London Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 31 Jan 2023 ", FOR RENT: STANDARD 3-BEDROOM APARTMENT FOR RENT Location•: OSAPA LONDON RENT: N3.5M.. Read more ,,3 beds3 baths4 Toilets
Abijo Ajah Lagos,"1,800,000/year","  Updated 18 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Newly built neat house rent 1.8m Agency 10% Agreement 10% Refundable cauti.. Read more ,Newly Built,4 beds5 baths5 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 07 Feb 2023 ", FOR RENT: FOR RENT Fully serviced 4 Bedroom Terrace Duplex in a lovely and secured esta.. Read more ,Serviced,4 beds4 baths5 Toilets
Sangotedo Ajah Lagos,"1,600,000/year","  Updated 18 Feb 2023, Added 13 Jan 2023 ", FOR RENT: Tastefully finished 3 bedrooms at Sangotedo on the interlocked and secured estat.. Read more ,Newly Built,3 beds4 baths4 Toilets
Lekki Phase 1 Lekki Lagos,"15,000,000/year",  Added 18 Feb 2023 , FOR RENT: Brand New Spacious 4-bedroom Townhouse to Let in Lekki Phase 1. Fitted kitche.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Sangotedo Ajah Lagos,"750,000/year",  Added 18 Feb 2023 , FOR RENT: Well maintained 2 Bedroom Apartment in an Estate Rent N750k Agency 10% Lega.. Read more ,,2 beds2 baths3 Toilets
Thomas Estate Ajah Lagos,"1,800,000/year","  Updated 18 Feb 2023, Added 03 Feb 2023 ", FOR RENT: Paved road network. Good proximity to the Bustop .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Oral Estate Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: 4 bedroom fully detached house with prepaid meter and enhanced water supply/trea.. Read more ,Newly Built,4 beds4 baths5 Toilets
Estate Nicon Town Lekki Lagos,"10,000,000/year",  Added 18 Feb 2023 , FOR RENT: Newly built 4 bedroom semi-detached duplex for rent .. Read more ,ServicedNewly Built,4 beds5 baths6 Toilets
Ikota Lekki Lagos,"85,000,000","  Updated 19 Feb 2023, Added 07 Sep 2022 ", FOR SALE: Features: - All Rooms Ensuite - Spacious Compound - Fitted Kitchen - Stampe.. Read more,,4 beds4 baths4 Toilets
Estate Chevron Lekki Lagos,"6,000,000","  Updated 18 Feb 2023, Added 18 Feb 2023 "," FOR RENT: Newly Built maisonette 4 bedroom apartment in an estate Chevron Rent 6m, ag.. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
Nicon Town Ikate Lekki Lagos,"6,500,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 "," FOR RENT: Furnished 2 Bedroom Apartment; Location: Nicon Town, Ikate Rent: N6.5mil.. Read more ",Furnished,2 beds2 baths3 Toilets
Ikota Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Rent: N4million Agency fee 10% Lega.. Read more ,,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Newly Built 3 Bedroom Terrace Duplex; Rent: N3.5million Agency fee 10% Leg.. Read more ,,3 beds3 baths4 Toilets
Second Tollgate Lekki Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Newly Built 2 Bedroom Apartment; Location: Second Tollgate Rent: N3milli.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Nicely Built Decently Finished 2 Bedroom Flat; Location: Lekki Phase 1 Pri.. Read more ,,2 beds2 baths3 Toilets
Orchid Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Newly Built 4 Bedroom Terrace Duplex; Location: Orchid Rent: N4million A.. Read more ,Newly Built,4 beds4 baths5 Toilets
Ikate Lekki Lagos,"2,700,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Nicely Built 3 Bedroom flat; Rent: N2.7million Caution: 200k Legal: 5% Ag.. Read more ,,3 beds3 baths4 Toilets
"Koya Close By Adekunle Kuye, Surulere Lagos","2,000,000/year","  Updated 18 Feb 2023, Added 16 Feb 2023 ", FOR RENT: FOR RENT!!! DECENT 3-BEDROOM FLAT!!! FEATURES: UPSTAIRS SECOND FLOOR ALL .. Read more ,,3 beds4 baths4 Toilets
Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Newly Built Decently Finished 2 Bedroom Maisonette; Location: Lekki Phase 1 .. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Chevron Lekki Lagos,"4,200,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Fully Furnished 3 Bedroom Apartment; Location: Chevron Rent: N4.2million .. Read more ,,3 beds3 baths4 Toilets
Old Ikoyi Ikoyi Lagos,"18,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Spacious 4 Bedroom Semi-Detached Duplex with a bq; Location: Old Ikoyi Re.. Read more ,Serviced,4 beds4 baths5 Toilets
Agungi Lekki Lagos,"3,000,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Spacious 3 Bedroom flat; Location: Agungi Rent: N3million Service Charge:.. Read more ,Serviced,3 beds3 baths4 Toilets
By Vgc Lekki Lagos,"3,500,000","  Updated 18 Feb 2023, Added 06 Feb 2023 ", FOR RENT: Nicely Built 3 Bedroom Terrace Duplex; Location: by VGC Rent: N3.5million .. Read more ,,3 beds3 baths4 Toilets
"Ilasan, Eleguishi. Ikate Lekki Lagos","5,500,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Finished 4 Bedroom Semi Detached Duplex with a BQ; Rent: N5.5million Caution.. Read more ,,4 beds4 baths5 Toilets
Orchid Road Lekki Lagos,"4,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 "," FOR RENT: Newly Built 4 Bedroom Semi Detached with bq; Location: Orchid Road, Lekki .. Read more ",Newly Built,4 beds4 baths5 Toilets
Old Ikoyi Ikoyi Lagos,"20,000,000/year","  Updated 18 Feb 2023, Added 12 Dec 2022 ", FOR RENT: Furnished 5 Bedroom Maisonette with a bq; Rent: N20million Service charge: .. Read more ,Furnished,5 beds5 baths6 Toilets
Chevron Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Fully Furnished 3 Bedroom Apartment; Location: Chevron Apartment for your R.. Read more ,,3 beds3 baths4 Toilets
Vgc Lekki Lagos,"6,000,000/year","  Updated 18 Feb 2023, Added 11 Jan 2023 ", FOR RENT: Nicely Built 4 Bedroom Semi Detached Duplex; Location: VGC Rent: N6millio.. Read more ,,4 beds4 baths5 Toilets
Banana Island Ikoyi Lagos,"9,000,000/year","  Updated 18 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Lovely 3 Bedroom Apartment Location: Banana Island Rent: N9m ( furnished).. Read more ,Serviced,3 beds3 baths4 Toilets
Banana Estate Lekki Lagos,"100,000,000","  Updated 19 Feb 2023, Added 02 Feb 2023 ", FOR SALE: **4sale @ Lekki off Alpha Beach Rd. Vacant & Tastefully built 4 bedrooms fully .. Read more,,4 beds4 baths4 Toilets
Parkview Estate Ikoyi Lagos,"7,000,000/year","  Updated 18 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Spacious 3 Bedroom flat with a bq; Location: Parkview Estate Rent: N7milli.. Read more ,Serviced,3 beds3 baths4 Toilets
Lekki Right. Lekki Lagos,"60,000/sqm","  Updated 18 Feb 2023, Added 10 Aug 2022 ", FOR RENT: Luxury Office Space; Location: Lekki Right Rent Price: N60k per sqm Serv.. Read more ,Serviced,0 beds0 baths0 Toilets
Nicon Town Lekki Lagos,"15,000,000/year","  Updated 18 Feb 2023, Added 10 Jan 2023 ", FOR RENT: C.. Read more ,Furnished,4 beds4 baths5 Toilets
Ikate Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 03 Feb 2023 "," FOR RENT: Spacious 2 Bedroom flat Location: Kunsela Road, Ikate Rent: N5million Ag.. Read more ",Serviced,2 beds2 baths3 Toilets
Lekki Lagos,"12,000,000/year","  Updated 18 Feb 2023, Added 03 Feb 2023 ", FOR RENT: furnished 2 Bedroom Apartment Directly Facing the ocean; Location: Bluewater .. Read more ,FurnishedServiced,2 beds2 baths3 Toilets
Salem Jakande Lekki Lagos,"2,400,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Spacious 2 Bedroom Flat; Rent: N2.4million Caution: 10% Legal: 10% Agency.. Read more ,Serviced,2 beds2 baths3 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 18 Feb 2023, Added 12 Jan 2023 ", FOR RENT: Lovely 4 Bedroom Terrace Duplex; Location: Banana Island Rent: N15million.. Read more ,,4 beds4 baths5 Toilets
Osapa London Osapa London Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 18 Jul 2022 ", FOR RENT: Newly Built 4 Bedroom fully Detached with BQ; Location: Osapa London Rent.. Read more ,,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"6,500,000/year","  Updated 18 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Nicely Built 4 Bedroom Semi Detached Duplex with study; Rent: N6.5million Ag.. Read more ,,4 beds4 baths5 Toilets
Ikota Lekki Lagos,"5,000,000/year","  Updated 18 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Nicely built 4 Bedroom Semi Detached Duplex; Rent: N5million Agency fee 10%.. Read more ,,4 beds4 baths5 Toilets
Off Brown Road Surulere Lagos Aguda Surulere Lagos,"1,500,000/year","  Updated 18 Feb 2023, Added 17 Feb 2023 ", FOR RENT: Nice and spacious well maintained 3bedroom flat upstairs for rent in Surulere La.. Read more ,Serviced,3 beds3 baths3 Toilets
Igbehinadun Street Off Odozi Berger Ojodu Lagos,"800,000/year","  Updated 18 Feb 2023, Added 16 Feb 2023 ", FOR RENT: To Let Very Spacious 3bedroom flat for rent in Igbehinadun street Ojodu. .. Read more ,,3 beds2 baths2 Toilets
Bridge Gate Estate Agungi Lekki Lagos. Agungi Lekki Lagos,"5,500,000/year","  Updated 18 Feb 2023, Added 18 Feb 2023 ", FOR RENT: Newly built tastefully finished 5bedroom fully detached house with a room boy's .. Read more ,Newly Built,5 beds5 baths6 Toilets
Peace Estate Amuwo Odofin Amuwo Odofin Lagos,2/year,  Added 18 Feb 2023 ," FOR RENT: Lovely built 4bedroom flat at off ago palace way okota very close to the road, v.. Read more ",,4 beds3 baths3 Toilets
Ago Palace Okota Lagos,"500,000/year",  Added 18 Feb 2023 ," FOR RENT: Executive room self contain at Greenfield estate, with store house and heater, 5.. Read more ",,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"600,000/year",  Added 18 Feb 2023 , FOR RENT: LETTING Sharp mini flat off Agbeke str. Upstairs POP 600k off ago palace wa.. Read more ,,0 beds0 baths0 Toilets
Lakeview Phase 11 Amuwo Odofin Lagos,"1,500,000/year",  Added 18 Feb 2023 ," FOR RENT: Clean three bedroom apartment upstairs at Lakeview phase 11, newly renovated, sc.. Read more ",,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,400,000/year",  Added 18 Feb 2023 ," FOR RENT: 2 bedroom flats to let in Greenfield estate @ Nixon Okwara st, fantastically fin.. Read more ",,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"1,000,000",  Added 18 Feb 2023 ," FOR RENT: Standard and almost new mini flat, upstairs, spacious & 2 toilet & bath at Awe s.. Read more ",,0 beds0 baths0 Toilets
Ago Palace Okota Lagos,"500,000/year",  Added 18 Feb 2023 ," FOR RENT: Brand new room self con in Greenfield estate, off ago palace way okota upstairs;.. Read more ",,0 beds0 baths0 Toilets
"First Unity Estate , Badore Badore Ajah Lagos","40,000/day","  Updated 19 Feb 2023, Added 18 Jan 2022 ", FOR SHORTLET: This 3 bedroom apartment is elegantly and tastefully finished. It is situated in.. Read more,FurnishedServiced,3 beds2 baths3 Toilets
Orchid Lekki Lagos,"3,500,000/year","  Updated 18 Feb 2023, Added 18 Feb 2023 "," FOR RENT: 4 Bedroom Terrace Duplex For Rent Price: ?3,500,000 Location: Orchid Road Fea.. Read more ",ServicedNewly Built, beds baths Toilets
Adeniyi Jones Ikeja Lagos,"800,000/year",  Added 18 Feb 2023 ," FOR RENT: 45sqm open space directly on Adeniyi Jones,ground floor , good for office, bout.. Read more ",,0 beds0 baths0 Toilets
Orchid Lekki Lagos,"6,500,000/year","  Updated 18 Feb 2023, Added 18 Feb 2023 "," FOR RENT: Newly built 4 Bedroom Semi Detached Duplex For Rent Price: ?6,500,000 Locatio.. Read more ",Newly Built, beds baths Toilets
Magodo Kosofe Ikosi Lagos,"15,500,000/year",  Added 18 Feb 2023 , FOR RENT: To let 5bedroom duplex at Western area magodo phase 1 5.5m.. Read more ,,0 beds0 baths0 Toilets
Command Ipaja Lagos,"600,000/year",  Added 17 Feb 2023 ," FOR RENT: Just in Newly built mini flat location, command price,350k Total 600k.. Read more ",,0 beds0 baths0 Toilets
Ikeja Lagos,"10,000,000/year",  Added 17 Feb 2023 , FOR RENT: Office Hall over 300sqm for rent at Ikeja for 10m.. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"4,500,000/year",  Added 17 Feb 2023 , FOR RENT: FASTEST FINGERS!!! Very well maintained 3 BEDROOM apartment plus Bq In .. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"4,000,000/year",  Added 17 Feb 2023 ," FOR RENT: Brand New 2 Bedroom Apartment at Ikate, Lekki-Lagos. Rent - N4m Agency Fee -.. Read more ",,0 beds0 baths0 Toilets
Thomas Estate Ajah Lagos,"600,000/year",  Added 17 Feb 2023 ," FOR RENT: Please note THE PARLOR (STUDIO APARTMENT) IS 600,000 FOR RENT.. OTHER ROO.. Read more ",,0 beds0 baths0 Toilets
Thomas Estate Ajah Lagos,"500,000/year",  Added 17 Feb 2023 , FOR RENT: A NEW ONE:! FRESH OUT: RENOVATED HOUSE SWEET MASSIVE HOUSE AS SHARED APART.. Read more ,,0 beds0 baths0 Toilets
Victoria Island Lagos,"8,000,000/year",  Added 17 Feb 2023 , FOR RENT: 4 Bedroom Apartment + BQ Location: Victoria Island. Rent: 8m Legal fee: 10% .. Read more ,,0 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"2,000,000",  Added 17 Feb 2023 , FOR RENT: 2 bedroom flat in harmony estate magodo for 2m.. Read more ,,0 beds0 baths0 Toilets
Surulere Lagos,"1,500,000/year",  Added 17 Feb 2023 ," FOR RENT: Lovely newly renovated 2bedroom flat all en-suite at off bode-Thomas, iponri Es.. Read more ",,0 beds0 baths0 Toilets
Surulere Lagos,"1,200,000/year",  Added 17 Feb 2023 ," FOR RENT: *DIRECT BRIEF ???? TO LET RENOVATED 2 BEDROOM FLAT (3T/2B), private stairs.. Read more ",,0 beds0 baths0 Toilets
Ikota Villa Ikota Lekki Lagos,"3,500,000",  Added 17 Feb 2023 ," FOR RENT: Elegant 4 Bedroom Semi Detached Duplex at ikota Villa Estate, Lekki-Lagos. Re.. Read more ",,4 beds baths Toilets
Unity Estate Badore Ajah Lagos,"900,000",  Added 17 Feb 2023 , FOR RENT: newly built 2/3 bedroom flat in a serene estate environment in badore rent 3 be.. Read more ,,2 beds baths Toilets
Orchid Road Lekki Phase 2 Lekki Lagos,"3,000,000",  Added 17 Feb 2023 , FOR RENT: 4 bedroom duplex terrace in a serene estate environment Location orchid Rent .. Read more ,,4 beds baths Toilets
Orchid Road Lekki Phase 2 Lekki Lagos,"3,800,000",  Added 17 Feb 2023 , FOR RENT: 4 bedroom duplex terrace Location orchid Rent 3.8m Caution250k legal and a.. Read more ,,4 beds baths Toilets
Off Awolowo Way Awolowo Way Ikeja Lagos,"4,500,000/year",  Added 17 Feb 2023 ," FOR RENT: TO LET : CLEAN AND SPACIOUS 4 BEDROOM DUPLEX FOR YOU THAT CAN BE USE FOR OFFICE,.. Read more ",,4 beds4 baths4 Toilets
Orchid Road Lekki Phase 2 Lekki Lagos,"1,500,000",  Added 17 Feb 2023 , FOR RENT: Standard mini flat apartment in a serene estate environment Location orchid bef.. Read more ,,1 beds baths Toilets
Banana Island Ikoyi Lagos,"1,600,000,000","  Updated 20 Feb 2023, Added 10 Dec 2022 "," FOR SALE: FOR SALE: LOCATION: BANANA ISLAND ESTATE, IKOYI, LAGOS. Newly Built Luxuri.. Read more",Newly Built,5 beds5 baths6 Toilets
Orchid Road Lekki Phase 2 Lekki Lagos,"1,500,000",  Added 17 Feb 2023 , FOR RENT: Standard mini flat apartment in a serene estate environment Location orchid bef.. Read more ,, beds baths Toilets
Oniru Oniru Victoria Island Lagos,"10,000,000",  Added 17 Feb 2023 , FOR RENT: luxury 4 bedroom terrace with 2 rooms BQ and swimming poo Oniru. Rent: N10m/an.. Read more ,,4 beds baths Toilets
Nicon Town Nicon Town Lekki Lagos,"3,500,000",  Added 17 Feb 2023 , FOR RENT: Very Clean and Comfortable 2 bedroom flat with swimming pool TO LET. Location.. Read more ,,2 beds baths Toilets
By Ijesha Road Ijesha Surulere Lagos,"350,000/year","  Updated 17 Feb 2023, Added 15 Dec 2022 "," FOR RENT: Very nice roomself contains with tiles, water running, car park, upstairs and do.. Read more ",, beds1 baths1 Toilets
By Adekunle Kuye Street Aguda Surulere Lagos,"1,500,000/year",  Added 17 Feb 2023 ," FOR RENT: 2bedroom flat with all rooms ensuit, vistiors toilet ,very big kitchen, terrazzo.. Read more ",,2 beds2 baths3 Toilets
Ikate Lekki Lagos,"6,000,000",  Added 17 Feb 2023 ," FOR RENT: Spacious 4 bedroom semi detached duplex with a Bq At Ikate, Elegushi Annual .. Read more ",ServicedNewly Built,4 beds4 baths5 Toilets
Alapere Kosofe Ikosi Lagos,"1,200,000","  Updated 17 Feb 2023, Added 13 Jan 2023 "," FOR RENT: To let spacious 2 bedroom flat at Alapere Ketu Lagos price 1..2m, all rooms ensu.. Read more ",,2 beds2 baths2 Toilets
Ogudu Lagos,"700,000/year","  Updated 17 Feb 2023, Added 03 Feb 2023 "," FOR RENT: To let spacious mini flat at ogudu ojota, price 700k.. Read more ",,1 beds1 baths1 Toilets
Elliot Iju Ishaga Agege Lagos,"800,000",  Added 17 Feb 2023 ," FOR RENT: TO LET Relatively New first floor 2 Bedroom flat all ensuite, with POP, wit.. Read more ",, beds baths Toilets
Unity Estate Badore Ajah Lagos,"1,200,000",  Added 17 Feb 2023 , FOR RENT: newly built 3 bedroom flat in a serene estate environment in unity estate badore.. Read more ,,3 beds baths Toilets
Lekki Palm City Ado Ajah Lagos,"600,000",  Added 17 Feb 2023 , FOR RENT: luxury Self contained in a serene estate environment at Ado road by lekki pal.. Read more ,,1 beds baths Toilets
Old Ikoyi Ikoyi Lagos,"25,000,000/year","  Updated 17 Feb 2023, Added 11 Feb 2023 ", FOR RENT: This is a spacious 4 bedroom maisonettes with a room bq All the rooms are ensui.. Read more ,Serviced,4 beds4 baths5 Toilets
Soluyi Gbagada Lagos,"1,300,000/year",  Added 17 Feb 2023 , FOR RENT: Very lovely an standard 2bed room flat both room en suit with gest toilet at sol.. Read more ,,2 beds2 baths3 Toilets
Ogudu Road Ogudu Ogudu Lagos,"1,500,000",  Added 17 Feb 2023 ," FOR RENT: To let offices space at ogudu road,, 1.5m,, 3toilet,,, upstairs .. Read more ",,1 beds2 baths3 Toilets
Off Ajose Adeogun Ademola Adetokunbo Victoria Island Lagos,"4,000,000/year",  Added 17 Feb 2023 , FOR RENT: Executive Private office space Sofa Office chair Table Refrigerator Privat.. Read more ,Serviced, beds baths1 Toilets
Bode Thomas Surulere Lagos,"1,500,000/year","  Updated 17 Feb 2023, Added 17 Feb 2023 ", FOR RENT: If u are interested please this number 08182073205 08123438944 name prince.. Read more ,Furnished,2 beds3 baths3 Toilets
Alagomeji Yaba Lagos,"3,000,000/year",  Added 17 Feb 2023 ," FOR RENT: *To-Let* 6 Bedroom Office Space @ Alagomeji Yaba. Rent: 3m, two years. Àgen.. Read more ",,6 beds baths Toilets
Igbo Efon Lekki Lagos,"1,800,000",  Added 17 Feb 2023 ," FOR RENT: 2-Bedroom Bungalow Location: Igbo-Efon, Lekki-Lagos Rent: N 1.8 m Service .. Read more ",,2 beds baths Toilets
Soluyi Gbagada Lagos,"1,200,000","  Updated 17 Feb 2023, Added 17 Feb 2023 ", FOR RENT: ?????? Newly built 2 units 2 bedrooms up n ground flats both rooms ensuite wi.. Read more ,,2 beds2 baths3 Toilets
Off Allen Avenue Allen Avenue Ikeja Lagos,"3,500,000/year",  Added 17 Feb 2023 , FOR RENT: To let : an executive standard newly built 3 bedroom flat for you at off allen a.. Read more ,,3 beds3 baths3 Toilets
Oshodi Apapa Express Way Lagos Oshodi Expressway Oshodi Lagos,"2,500",  Added 17 Feb 2023 ," FOR RENT: INDUSTRIAL WAREHOUSE 4 LEASE . *80,0000ft2* on Oshodi Apapa express N2,500/.. Read more ",, beds baths Toilets
Off Allen Avenue Allen Avenue Ikeja Lagos,"1,000,000/year",  Added 17 Feb 2023 , FOR RENT: To let : a very very nice & spacious ground floor open space for you at off alle.. Read more ,,1 beds1 baths1 Toilets
Off Allen Allen Avenue Ikeja Lagos,"1,000,000/year",  Added 17 Feb 2023 ," FOR RENT: To let : a very nice mini flat for you at off allen avenue estate ikeja, renova.. Read more ",,1 beds1 baths2 Toilets
Akoka Yaba Lagos,"1,800,000","  Updated 17 Feb 2023, Added 17 Feb 2023 ", FOR RENT: _Justs listed?? ….. .. Read more ,Newly Built,3 beds3 baths3 Toilets
Off Allen Avenue Allen Avenue Ikeja Lagos,"1,400,000/year",  Added 17 Feb 2023 , FOR RENT: TO LET : VERY NICE SPACIOUS 2 BEDROOM FLAT AT OFF ALLEN AVENUE THAT CAN BE USE F.. Read more ,,2 beds2 baths2 Toilets
Oko Oba Agege Lagos,"900,000/year",  Added 17 Feb 2023 , FOR RENT: If u are interested please this number 08182073205 08123438944 name prince.. Read more ,,3 beds3 baths3 Toilets
Alagomeji Yaba Lagos,"850,000/year",  Added 17 Feb 2023 , FOR RENT: If u are interested please this number 08182073205 08123438944 name prince.. Read more ,,1 beds1 baths1 Toilets
Whitesand Beach Estate Ologolo Lekki Lagos,"600,000/year",  Added 17 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Whitesand Beach Estate Ologolo Lekki Lagos.. Read more ,,1 beds1 baths1 Toilets
Cement Close To Ikeja Cement Agege Lagos,"1,100,000",  Added 17 Feb 2023 , FOR RENT: Luxury new 2bedroom in a good location of cement close to Ikeja. Owner requested.. Read more ,,2 beds baths Toilets
Soluyi Gbagada Lagos,"2,500,000/year",  Added 17 Feb 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,3 beds3 baths4 Toilets
Soluyi Gbagada Lagos,"2,000,000/year",  Added 17 Feb 2023 , FOR RENT: 2 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,2 beds2 baths3 Toilets
Phase 1 Gbagada Lagos,"1,500,000/year",  Added 17 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Phase 1 Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,1 beds1 baths2 Toilets
Charley Boy Gbagada Lagos,"550,000/year",  Added 17 Feb 2023 , FOR RENT: Flat / Apartment for rent Charley Boy Gbagada Lagos.. Read more ,FurnishedServicedNewly Built, beds baths Toilets
Medina Estate Gbagada Lagos,"2,500,000/year","  Updated 17 Feb 2023, Added 16 Feb 2023 ", FOR RENT: Very lovely 3 bed room ground floor with pop and dining area enough car in a ver.. Read more ,Newly Built,3 beds3 baths3 Toilets
Palmgroove Pedro Gbagada Lagos,"1,000,000/year",  Added 17 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Palmgroove Pedro Gbagada Lagos.. Read more ,ServicedNewly Built,1 beds1 baths2 Toilets
Access Bank Plc Phase 1 Gbagada Lagos,"1,500,000/year",  Added 17 Feb 2023 , FOR RENT: 1 bedroom Flat / Apartment for rent Access Bank Plc Phase 1 Gbagada Lagos.. Read more ,FurnishedServicedNewly Built,1 beds2 baths2 Toilets
Soluyi Gbagada Lagos,"2,500,000/year",  Added 17 Feb 2023 , FOR RENT: 3 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos.. Read more ,FurnishedServiced,3 beds3 baths4 Toilets
