Location,Price_Period,Date_Added_Updated,Description,Serviced,Bed_Bath_Toilet
Igboye Epe Lagos,"750,000","  Updated 20 Feb 2023, Added 09 Jan 2023 "," FOR SALE: Mayflower Residential is a land located in a safe, developed and secure environm.. Read more",, beds baths Toilets
Olowora Ojodu Lagos,"3,000,000","  Updated 14 Feb 2023, Added 22 Aug 2022 ", FOR RENT: Just Out 4Bedroom Duplex (2in Compound) In a mini Estate Olowora b.. Read more ,,0 beds0 baths0 Toilets
Banana Island Ikoyi Lagos,"15,000,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: Well finished brand new 5 numbers of 3 bedroom flat with a room bq. Facilities i.. Read more ,Serviced,3 beds0 baths0 Toilets
Olowora Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: *TO LET 3 bedroom flat at Olowora Junction behind Polaris Bank. Rent: N1.5 mill.. Read more ,,3 beds3 baths4 Toilets
Thomas Estate Ajah Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 20 Sep 2022 ", FOR RENT: A sharp four bedroom semi detached duplex! Eric.. Read more ,,0 beds0 baths0 Toilets
T Obawole Ogba Ifako Ijiaye Lga Abule Egba Lagos,"950,000/year","  Updated 14 Feb 2023, Added 07 Jun 2022 ", FOR RENT: Newly built 6numbers of 2bedroom flat for rent at obawole ogba ifako ijiaye LGA .. Read more ,,0 beds0 baths0 Toilets
Allen Avenue Ikeja Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 08 Aug 2022 ", FOR RENT: 2br office space at gbemisola going for 1.5m.. Read more ,,0 beds0 baths0 Toilets
Ojodu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 16 May 2022 ", FOR RENT: Just in To let Lovely modern 2bedroom flat all room en- suits p.o.p finished.. Read more ,,0 beds0 baths0 Toilets
Old Ikoyi Ikoyi Lagos,"22,000,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 "," FOR RENT: 2,3 and 4 bedroom furnished apartments for rent in ikoyi from 22m FOR RENT Ik.. Read more ",ServicedNewly Built,3 beds3 baths4 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: *TO LET* Mini flat at Magodo Phase 1 via Isheri. 2 Toliets upstairs. *Rent: N80.. Read more ,Furnished,1 beds2 baths2 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 22 Jan 2023 ", FOR RENT: *To let 3 bedroom flat at Gateway Zone Magodo Phase 1 Residential Scheme via Is.. Read more ,,3 beds3 baths3 Toilets
Alagomeji Yaba Lagos,"2,700,000/year","  Updated 14 Feb 2023, Added 17 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,2 beds2 baths2 Toilets
Olowora Ojodu Lagos,"1,100,000/year","  Updated 14 Feb 2023, Added 13 Jul 2022 ", FOR RENT: To Let Newly built Two (2) units of 2 bedroom flats in Babatunde Oduse Street.. Read more ,,0 beds0 baths0 Toilets
"New Oko Oba, Abule Egba Lagos","1,000,000/year","  Updated 14 Feb 2023, Added 27 Jun 2022 "," FOR RENT: URGENT LETTING Newly built 3bedroom flats all round tiled, POP finished, all .. Read more ",,0 beds0 baths0 Toilets
Oke Ira Ogba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 "," FOR RENT: Wonderful and Neat 3 Bedroom Flat Apartment With All Round Tiles, Prepaid Meter,.. Read more ",,3 beds0 baths0 Toilets
Peninsula Estate Ajah Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 10 Feb 2023 ", FOR RENT: Brand New 4 Bedroom Semi-Detached Duplex in a Call-In Estate Features +Ever.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Alausa Ikeja Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: *STILL AVAILABLE FOR LETTING Lovely 300 SQM Open place office space *(Sec.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 22 Dec 2022 "," FOR RENT: To let 4bed duplex with bq self compound ,very standard and all ensuite fairly n.. Read more ",Furnished,4 beds5 baths5 Toilets
Alausa Ikeja Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 13 Sep 2022 ", FOR RENT: TO LET 4 units of 2 bedroom flat for Office Space at Otunba Jobi Fele AVE Ikeja.. Read more ,,0 beds0 baths0 Toilets
Iju Lagos,"800,000/year","  Updated 14 Feb 2023, Added 05 Dec 2022 ", FOR RENT: Lovely spacious well renovated standard 3bedroom all room Ensuit down stairs sep.. Read more ,,0 beds0 baths0 Toilets
Alapere Kosofe Ikosi Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 29 Aug 2022 "," FOR RENT: Spirit Newly built 2bed in an estate pop all room ensuite at alapere, wardrob.. Read more ",,0 beds0 baths0 Toilets
Agungi Lekki Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: 4 BEDROOM DUPLEX FOR RENT PRICE: N4 MILLION 10% Agency.........400k 10% L.. Read more ,FurnishedServiced,4 beds4 baths5 Toilets
Omole Phase 2 Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 25 May 2022 ", FOR RENT: TO LET: MINI FLAT TO LET AT LAGOS HOME OMOLE PHASE 2 VERY GOOD LOCATION COOPERAT.. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 04 Jan 2023 ", FOR RENT: 4 BEDROOM SEMI DETACHED TERRACE HOUSE WITH BQ BEAUTIFULLY FINISHED IN MAGODO PHA.. Read more ,,4 beds4 baths5 Toilets
Bourdillon Ikoyi Lagos,"14,000,000/year","  Updated 14 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Fully serviced 3bedroom penthouse with great features like; Air conditioners... Read more ,Serviced,3 beds3 baths4 Toilets
Omole Phase 2 Ojodu Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 26 Aug 2022 ", FOR RENT: FOR RENT: NEW BRAND 5BEDROOM FULLY DETACHED DUPLEX FOR RENT AT OMOLE PHASE 2 WIT.. Read more ,,0 beds0 baths0 Toilets
Omole Phase 1 Ojodu Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 13 Oct 2022 ", FOR RENT: Hot Self compound Massive Building 6 Bedroom Mansion 6duplex With 3 Rooms Bq O.. Read more ,,0 beds0 baths0 Toilets
Ojodu Lagos,"50,000,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 ", FOR RENT: FOR SALE 2 blocks of three bedroom flat for sell on a full plot of land at OJOD.. Read more ,,0 beds0 baths0 Toilets
Osapa London Lekki Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 06 Dec 2022 ", FOR RENT: A standard mini flat in an estate! Ike .. Read more ,,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Spirit *Magodo 5 bedroom duplex with bq in gated area Magodo phase 2 .. Read more ,,5 beds0 baths0 Toilets
Mende Maryland Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 17 Jul 2022 ", FOR RENT: This shop. Is massively big with extension on ikorodu road behind Maryland bus s.. Read more ,,0 beds0 baths0 Toilets
Ojodu Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 01 Jul 2022 "," FOR RENT: Spacious and Modern 3 Bedroom Flat Apartment With Polished Tiles, Gated Compound.. Read more ",,0 beds0 baths0 Toilets
"Gbamgbala Street, Back Of Elegunsi Palace, Springbay Estate Ikate Lekki Lagos","9,000,000/year","  Updated 14 Feb 2023, Added 28 Dec 2022 ", FOR RENT: FURNISHED HOUSE TO LET A Beautiful fully furnished 4bedroom semi detached dup.. Read more ,FurnishedServicedNewly Built,4 beds4 baths5 Toilets
"Ekoro Juction, Ile Epo Abule Egba Lagos","470,000/year","  Updated 14 Feb 2023, Added 28 Sep 2022 "," FOR RENT: Room and Parlor self-contain apartment All round tiles Fence, gate and water .. Read more ",,0 beds0 baths0 Toilets
Magodo Gra Phase 2 Kosofe Ikosi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 15 Jan 2023 ", FOR RENT: *Description: Well maintained 5 bedroom duplex with bq in the gated zone. ----.. Read more ,,5 beds5 baths6 Toilets
Idado Lekki Lagos,"6,500,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 "," FOR RENT: 5 Bedroom Detached Duplex With A BQ For Rent Price: 6,500,000 Caution: 500,000.. Read more ",Newly Built,5 beds5 baths6 Toilets
Estate Magodo Gra Phase 1 Ojodu Lagos,"1,700,000/year","  Updated 14 Feb 2023, Added 23 Dec 2022 ", FOR RENT: 2 bedroom flat with box room all rooms en-suits upstairs available inside Magod.. Read more ,,2 beds2 baths3 Toilets
Pedro Shomolu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 15 Jun 2022 ", FOR RENT: Lovely.. Read more ,Newly Built,0 beds0 baths1 Toilets
Oregun Ikeja Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 20 Jan 2023 ", FOR RENT: 3 bedroom duplex for 2.5m at oregun Ikeja other charges follow suites THE IN.. Read more ,,3 beds3 baths4 Toilets
Canal Estate Okota Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 "," FOR RENT: Super executive brand new 2bedroom flat in a well secured, serene and gated esta.. Read more ",Newly Built,2 beds3 baths3 Toilets
"Obawole, Inside Chief Rotimi Williams Estate Ifako Ogba Ogba Lagos","1,300,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: STANDARD 3 BEDROOM FLAT @ KAYFARM ESTATE WITH *4 TOILETS* AND EXCLUSIVE POP & .. Read more ,Newly Built,3 beds3 baths4 Toilets
Magodo Gra Phase 2 Kosofe/ikosi Lagos,"158,000,000","  Updated 19 Feb 2023, Added 19 Sep 2022 ", FOR SALE: TASTEFULLY FINISHED 5 BEDROOM FULLY DETACHED DUPLEX I IN A COZY ESTATE MAGOD.. Read more,,0 beds0 baths0 Toilets
Shangisha Magodo Gra Phase 2 Kosofe Ikosi Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 21 Dec 2022 ", FOR RENT: A Newly Built super executive luxury 5bedroom Fully Detached Duplex with BQ (Ful.. Read more ,Newly Built,5 beds5 baths6 Toilets
Folagoro Fola Agoro Yaba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 24 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
Adeniyi Jones Ikeja Lagos,"12,000,000/year","  Updated 14 Feb 2023, Added 14 Oct 2022 ", FOR RENT: LAND FOR LEASE 2 plots of empty land directly on AROMIRE IKEJA IS OUT FOR LEA.. Read more ,,0 beds0 baths0 Toilets
Ilasan Lekki Lagos,"3,200,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Well Maintained and Decent 3 Bedroom Flat Apartment With All Round Tiles In A Se.. Read more ,,3 beds0 baths0 Toilets
Berger Ojodu Lagos,"4,000,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: TO LET SOPHISTICATED 4 BEDROOM TERRACE DUPLEX WITH A ROOM BQ IN AN ESTATE OFF GR.. Read more ,,4 beds4 baths4 Toilets
Berger Ojodu Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 23 Jul 2022 ", FOR RENT: For lease A very spacious car wash space with a large ground floor on a busy .. Read more ,,0 beds0 baths0 Toilets
Morocco Fola Agoro Yaba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
Oke Ira Ogba Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Relatively New 2 Bedroom Flat Apartment With All Round Tiled, Prepaid Meter, Pop.. Read more ",,2 beds2 baths3 Toilets
Off Odozie Street Ojodu Lagos,"650,000/year","  Updated 14 Feb 2023, Added 28 Apr 2022 ", FOR RENT: Newly built 3numbers 0f Mini flat with POP Ceiling 650k Each and 3nos of A Room.. Read more ,,0 beds0 baths0 Toilets
Onipan Shomolu Lagos,"850,000/year","  Updated 14 Feb 2023, Added 02 Feb 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
Ikota Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 12 Jan 2023 "," FOR RENT: A spacious 3 bedroom flat in a serene estate. Location: Ikota, Lekki. Faci.. Read more ",,3 beds3 baths4 Toilets
Omole Phase 1 Ojodu Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 27 Oct 2022 ", FOR RENT: TO LET OMOLE PHASE1 Standard 3-bedroom flat all room ensuite pop finished. .. Read more ,,0 beds0 baths0 Toilets
Oke Ira Ogba Lagos,"1,300,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 ", FOR RENT: Executive and Standard 3 Bedroom Flat Apartment With Modern Facilities Equipped .. Read more ,,3 beds3 baths3 Toilets
Oke Ira Ogba Lagos,"1,000,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: Super Clean 2 Bedroom Flat Apartment With Modern Facilities Equipped In A Gated .. Read more ,,2 beds2 baths3 Toilets
Ogudu Orike Ogudu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 14 Dec 2022 ", FOR RENT: ??Relatively new 3 bedroom flat with all modern facilities and fenced round with.. Read more ,,3 beds3 baths4 Toilets
Obawole Ifako Ogba Ogba Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 09 Jan 2023 ", FOR RENT: *JUST OUT CONDUCEIVELY VERY LOVELY AND SWEET EXECUTIVE 3BEDROOM FLAT IN OBAWO.. Read more ,,3 beds3 baths4 Toilets
Wempco Road Ogba Lagos,"650,000/year","  Updated 14 Feb 2023, Added 03 Jan 2023 "," FOR RENT: *SHOP/OFFICE SPACE A tasteful Office space / Shop with self toilet, kitchen, .. Read more ",ServicedNewly Built, beds baths1 Toilets
Abule Ijesha Fola Agoro Yaba Lagos,"500,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
Magodo Gra Phase 1 Ojodu Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: letting letting a newly renovated 2brdflat all rooms ensuit with tasteful .. Read more ,Furnished,2 beds3 baths3 Toilets
Onipan Ikorodu Road(ilupeju) Ilupeju Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Lovely .. Read more ,, beds baths2 Toilets
Olowora Ojodu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 28 Jan 2023 ", FOR RENT: Tolet Mini flat at Olowora 500k.. Read more ,Furnished,1 beds1 baths1 Toilets
Lekki Phase 1 Lekki Lagos,"13,000,000/year","  Updated 14 Feb 2023, Added 26 Sep 2022 ", FOR RENT: Urgent Lease 5 Bedroom with a Mini Flat Detached BQ 13M Net Agency: 10% .. Read more ,,0 beds0 baths0 Toilets
Olowora Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 06 Feb 2023 ", FOR RENT: *TO LET 2 bedroom flat at Omole phase 2 Extension via Olowora. 2 Toilets. Downs.. Read more ,Furnished,2 beds3 baths3 Toilets
On The Road Masha Surulere Lagos,"400,000/year","  Updated 14 Feb 2023, Added 01 May 2022 "," FOR RENT: Shop with big frontage on Masha Road Surulere, (ideal for Make-Up Studio, Unisex.. Read more ",,0 beds0 baths0 Toilets
Opebi Ikeja Lagos,"25,000,000/year","  Updated 14 Feb 2023, Added 05 Oct 2022 "," FOR RENT: LEASE - Office BUILDING 15 Rooms Office Building on Approximately 1, 800 square.. Read more ",,0 beds0 baths0 Toilets
Ojodu Lagos,"850,000/year","  Updated 14 Feb 2023, Added 26 Apr 2022 ", FOR RENT: Spacious renovated 3bedroon 3toilet 2bath of before ebo ojodu Abiodun in a gate.. Read more ,,0 beds0 baths0 Toilets
Lsdpc Maryland Estate Maryland Lagos,"1,800,000/year","  Updated 14 Feb 2023, Added 27 Jan 2023 ", FOR RENT: Executive mini flat with pop finished and fitted kitchen cabinets two toilet .. Read more ,,1 beds2 baths2 Toilets
Ibeshe Ikorodu Lagos,"2,000,000/year","  Updated 14 Feb 2023, Added 28 Jul 2022 ", FOR RENT: Warehouse to Let/Lease at Ibeshe Ikorodu 2M per ANNUM.. Read more ,,0 beds0 baths0 Toilets
Close.to Lbs Olokonla Ajah Lagos,"1,600,000/year","  Updated 14 Feb 2023, Added 12 Dec 2022 ", FOR RENT: Brand New 2 Bedroom All Ensuite Apartment in an Estate Features +Open Kitch.. Read more ,ServicedNewly Built,2 beds2 baths3 Toilets
Ikota Lekki Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: 3 Bedroom All Ensuite Apartment (upstairs) in a Well Secured Estate Features:.. Read more ,Serviced,3 beds3 baths4 Toilets
Medina Gbagada Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 29 Dec 2022 "," FOR RENT: Decent 4 bedrooms ground flat 3t 3b, 2 rooms ensuite all tiled with POP, fitted.. Read more ",,4 beds3 baths3 Toilets
Alausa Ikeja Lagos,"9,000,000/year","  Updated 14 Feb 2023, Added 04 Oct 2022 ", FOR RENT: JUST OUT LOVELY 300SQM OPEN PLACE OFFICE SPACE LOCATION ALAUSA IKEJA REN.. Read more ,,0 beds0 baths0 Toilets
Berger Ojodu Lagos,"800,000/year","  Updated 14 Feb 2023, Added 16 Jan 2023 ", FOR RENT: Fresh in Fastest finger Standard 2bedroom flat upstairs all room ensuit with.. Read more ,Furnished,2 beds3 baths3 Toilets
Close To Orchid Road Ikota Lekki Lagos,"6,000,000/year","  Updated 14 Feb 2023, Added 23 Nov 2022 ", FOR RENT: Newly Built 4 Bedroom Semi Detached Duplex with a room BQ Rent: N6m Cautio.. Read more ,ServicedNewly Built,4 beds4 baths5 Toilets
Alagomeji Yaba Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 13 Dec 2022 ", FOR RENT: Lovely .. Read more ,Newly Built,2 beds2 baths3 Toilets
Lekki Phase 1 Lekki Lagos,"30,000,000/year","  Updated 14 Feb 2023, Added 06 Dec 2022 "," FOR RENT: DESCRIPTION: A strategic land measuring approximately 2,300sqm facing Lekki-Expr.. Read more ",,0 beds0 baths0 Toilets
Yakoyo Alagbole Ojodu Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: CHURCH SPACE OR HALL FOR RENT AT YAKOYO OJODU BERGER LAGOS RENT 3M PER ANNUM .. Read more ,,0 beds0 baths0 Toilets
Omole Phase 1 Ojodu Lagos,"2,800,000/year","  Updated 14 Feb 2023, Added 26 Apr 2022 ", FOR RENT: To let: 3bedroom flat all room ensuit 2 in compound Location: Omole phase.. Read more ,,0 beds0 baths0 Toilets
Palmgroove Bye Pass Ilupeju Ilupeju Lagos,"1,400,000/year","  Updated 14 Feb 2023, Added 01 Feb 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,2 beds2 baths3 Toilets
Magodo Brooks Magodo Kosofe Ikosi Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 06 Jan 2023 ", FOR RENT: 3 BEDROOM SEMI DETACHED DUPLEX AT MAGODO BROOKS ESTATE GRA OFF CMD ROAD IKEJA LA.. Read more ,,3 beds3 baths4 Toilets
Lekki Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 29 Dec 2022 ", FOR RENT: Refurbished and Astonishing 5 Bedroom Fully Detached Duplex With Modern Faciliti.. Read more ,,5 beds5 baths6 Toilets
Berger Ojodu Lagos,"900,000/year","  Updated 14 Feb 2023, Added 19 Dec 2022 ", FOR RENT: To let 2bedroom flat at olasepe estate off denro road very close to ojodu ber.. Read more ,,0 beds0 baths0 Toilets
Pedro Bariga Shomolu Lagos,"500,000/year","  Updated 14 Feb 2023, Added 15 Jun 2022 ", FOR RENT: Lovely.. Read more ,Newly Built,0 beds0 baths1 Toilets
Ishefun Ayobo Ipaja Lagos,"500,000/year","  Updated 14 Feb 2023, Added 14 Jun 2022 "," FOR RENT: HOT LETTING Newly built 2bedroom flat at Ishefun, Ayobo, Lagos, all POP & Scr.. Read more ",,0 beds0 baths0 Toilets
Ikeja Gra Ikeja Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 05 Jan 2023 "," FOR RENT: 3-bedroom bungalow furnished office space, comprises of 3rooms reception, confer.. Read more ",,3 beds3 baths4 Toilets
Ajayi Road Ogba Lagos,"1,200,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 "," FOR RENT: Wonderful and Spacious 3 Bedroom Flat Apartment With All Round Tiled, Prepaid Me.. Read more ",,3 beds0 baths0 Toilets
Magodo Kosofe Ikosi Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 23 Oct 2022 ", FOR RENT: JUST OUT LETTING MAGODO ISHERI A LOVELY AND SPACIOUS 3BEDROOM APARTMENT IN W.. Read more ,,0 beds0 baths0 Toilets
"Top Hill Enclave, Opic Estate Berger Ojodu Lagos","3,500,000/year","  Updated 14 Feb 2023, Added 11 Feb 2023 "," FOR RENT: Newly built and superb 3bedroom semi detached duplex with all room ensuit, visit.. Read more ",,3 beds3 baths3 Toilets
Fagba Abule Egba Lagos,"270,000/year","  Updated 14 Feb 2023, Added 01 Aug 2022 ", FOR RENT: ETTING SHARP ROOM SELF AT FAGBA TILES CLEAN 270/ANNUM CORNERSTONE WORL.. Read more ,,0 beds0 baths0 Toilets
Berger Ojodu Lagos,"400,000/year","  Updated 14 Feb 2023, Added 21 Sep 2022 ", FOR RENT: Big shop along aina road ojodu Berger with all round burglary. Rent :400k Term.. Read more ,,0 beds0 baths0 Toilets
Ikota Lekki Lagos,"5,000,000/year","  Updated 14 Feb 2023, Added 13 Jan 2023 ", FOR RENT: A furnished 2 bedroom apartment! Elvis .. Read more ,Furnished,2 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 06 Jan 2023 ", FOR RENT: Commercial 4 bedroom flat - only for administrative office - in Lekki Phase 1. .. Read more ,,4 beds0 baths0 Toilets
Abule Oja Yaba Lagos,"600,000/year","  Updated 14 Feb 2023, Added 25 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths1 Toilets
Off Admiralty Way Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 18 Jan 2023 ", FOR RENT: Location: Lekki phase 1 Luxury 2-bedroom apartment Lekki Scheme 1 Location.. Read more ,,2 beds2 baths3 Toilets
Oregun Ikeja Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 17 Oct 2022 ", FOR RENT: To let Church space Church space on Kudirat Abiola road Oregun Ikeja Ren.. Read more ,,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"8,000,000/year","  Updated 14 Feb 2023, Added 12 Dec 2022 ", FOR RENT: Spacious 4-bedroom terraced duplex situated within a secured and quiet environ l.. Read more ,,4 beds4 baths5 Toilets
"White House Command, Abule Egba Lagos","450,000/year","  Updated 14 Feb 2023, Added 07 Nov 2022 "," FOR RENT: TO LET, 2 bedroom flat all round tiles 3toilet fence gate floor compound good ar.. Read more ",,0 beds0 baths0 Toilets
Lekki Phase 1 Lekki Lagos,"3,700,000/year","  Updated 14 Feb 2023, Added 07 Feb 2023 ", FOR RENT: A Well maintained 3 bedroom flat office space ground floor all rooms en-suite wi.. Read more ,Serviced,3 beds3 baths4 Toilets
Ikeja Gra Ikeja Lagos,"2,500,000/year","  Updated 14 Feb 2023, Added 08 Jul 2022 ", FOR RENT: Just out Decent 5bedroom duplex at oregun Two occupants in compound good l.. Read more ,,0 beds0 baths0 Toilets
Ikate Lekki Lagos,"3,000,000/year","  Updated 14 Feb 2023, Added 06 Dec 2022 ", FOR RENT: A sharp three bedroom flat with bq! Ike .. Read more ,,0 beds0 baths0 Toilets
Off College Road Ifako Ogba Ogba Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 23 Jan 2023 ", FOR RENT: LETTING Newly built 4bedroom duplex pop finishing in a secure tarred street o.. Read more ,Newly Built,4 beds4 baths5 Toilets
Lekki Phase 1 Lekki Lagos,"7,000,000/year","  Updated 14 Feb 2023, Added 04 Feb 2023 ", FOR RENT: Luxury 4 Bedroom Semi Detached Duplex Rent: N7 Million Agency: 10% Legal: .. Read more ,,4 beds4 baths5 Toilets
Sangotedo Ajah Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 07 Jan 2023 "," FOR RENT: Spacious 2 Bedroom Flat For Rent Price: ?1,500,000 Location: Sangotedo Featu.. Read more ",,2 beds2 baths3 Toilets
U3 Estate Lekki Right Lekki Lagos,"3,500,000/year","  Updated 14 Feb 2023, Added 09 Feb 2023 ", FOR RENT: Office Space of 110sqm Location : U3 estate Lekki right Rent : 3.5million .. Read more ,,0 beds0 baths0 Toilets
Enyo Filling Station Ikate Lekki Lagos,"5,200,000/year","  Updated 14 Feb 2023, Added 26 Jul 2022 ", FOR RENT: House for rent Enyo Filling Station Ikate Lekki Lagos.. Read more ,,0 beds0 baths0 Toilets
Awolowo Road Ikoyi Lagos,"80,000/year","  Updated 14 Feb 2023, Added 19 Oct 2022 ", FOR RENT: newly built office space measuring 245sqm in 2nd floor and 3th floor 80k per sq.. Read more ,,0 beds0 baths0 Toilets
Morocco Fola Agoro Yaba Lagos,"900,000/year","  Updated 14 Feb 2023, Added 10 Jan 2023 ", FOR RENT: Lovely .. Read more ,Newly Built,1 beds1 baths2 Toilets
Ikota Lekki Lagos,"4,500,000/year","  Updated 14 Feb 2023, Added 12 Dec 2022 ", FOR RENT: Newly Built 4 Bedroom Fully Detached Duplex with bq Features +Jacuzzi +Alo.. Read more ,Newly Built,4 beds5 baths5 Toilets
Old Ikoyi Ikoyi Lagos,"7,500,000/year","  Updated 14 Feb 2023, Added 19 Dec 2022 ", FOR RENT: Location: Old Ikoyi Luxury 2 bedroom all rooms en-suite terrace duplex 7... Read more ,Serviced,2 beds2 baths3 Toilets
Allen Avenue Ikeja Lagos,"3,800,000/year","  Updated 14 Feb 2023, Added 23 Oct 2022 ", FOR RENT: Just out to let fully furnished 3bedroom flat at off Allen avenue ikeja 3.8.. Read more ,,0 beds0 baths0 Toilets
Lekki Lagos,"800,000,000","  Updated 14 Feb 2023, Added 14 Nov 2022 ", FOR RENT: JV FOR COMPLEX MALL FACING THE EXPRESS DIRECTLY AT Osapa London lekki Lagos 34.. Read more ,,0 beds0 baths0 Toilets
Green Filed Estate Community Road Okota Lagos,"1,100,000/year","  Updated 14 Feb 2023, Added 29 Dec 2022 ", FOR RENT: Lovely 3 bedrooms flat all rooms ensuit with visitors toilet wardrobe's kitchen .. Read more ,ServicedNewly Built,0 beds0 baths0 Toilets
Ikotun Igando Lagos,"30,000,000/year","  Updated 14 Feb 2023, Added 20 Jul 2022 ", FOR RENT: FOR SALE 4 UNIT OF THREE BEDROOM FLAT ON MORE THAN HALF PLOT OF LAND *(40FT B.. Read more ,,0 beds0 baths0 Toilets
Old Olowora Road Ojodu Lagos,"1,500,000/year","  Updated 14 Feb 2023, Added 15 Sep 2022 ", FOR RENT: Two( 2)bedroom flat upstairs at Old Olowora road Rent 1.5m POP Finish.. Read more ,,0 beds0 baths0 Toilets
