Location,Description,Listing_Type,Price,Beds,Baths,Toilets,City,Location_Area,Newly Built,Furnished,Serviced,Date_Added,Date_Updated
Osapa London Lekki Lagos, FOR RENT: Rental Listings *Serviced 4 Bedroom Semi Detached duplex in Serene Neighborh.. Read more ,Rent,6500000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-01-31,2023-02-13
Sangotedo Ajah Lagos, FOR RENT: - Available for Rent is a mini flat - A Room and parlor - With 2 Toilets and o.. Read more ,Rent,800000.0,0.0,1.0,2.0,Ajah,Island,0.0,0.0,0.0,2022-09-25,2023-02-13
Agungi Lekki Lagos, FOR RENT: Self con in agungi with it own kitchen and toilet. Not a new house but very spec.. Read more ,Rent,600000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-02-04,2023-02-13
Agungi Lekki Lagos, FOR RENT: Just out now *Room downstairs with nice settings In Obamusa estate agungi .. Read more ,Rent,1000000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-01-30,2023-02-13
Parkview Estate Ikoyi Lagos, FOR RENT: Spacious 3-Bedroom Terrace detached Features!!! -All Rooms En-suite -Spaci.. Read more ,Rent,10000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-24,2023-02-13
Oniru Victoria Island Lagos, FOR RENT: Luxury Furnished 3 Bedroom Apartment with Swimming Pool for let in Oniru Victori.. Read more ,Rent,14000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,1.0,0.0,2023-02-09,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Mini flat in Osapa London Rent 1.7M Service charge 250k .. Read more ,Rent,1700000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-01-22,2023-02-13
Estate Agungi Lekki Lagos, FOR RENT: Newly built tastefully finished 5bedroom fully detached house with a room boy's .. Read more ,Rent,5000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-09,2023-02-13
Banana Island Ikoyi Lagos, FOR RENT: Massive & Luxury 8-Bedroom Fully Detached House Feature!! Green Area 2 Sta.. Read more ,Rent,90000000.0,8.0,8.0,9.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-11,2023-02-13
Ikate Lekki Lagos, FOR RENT: Luxury Self serviced 3-bedroom Flat in a Serene Area Feature!! Room BQ Sere.. Read more ,Rent,5500000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,1.0,2023-01-13,2023-02-13
Parkview Estate Ikoyi Lagos, FOR RENT: Spacious 3 -Bedroom Apartment Feature!! 1 Room BQ 24hrs Security Swimmi.. Read more ,Rent,6000000.0,3.0,4.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-30,2023-02-13
Victoria Island Lagos, FOR RENT: Spacious 7-Bedroom Detached House Feature!! Room BQ Fitted Kitchen 24hrs.. Read more ,Rent,20000000.0,7.0,7.0,8.0,Victoria Island,Island,0.0,0.0,0.0,2022-12-14,2023-02-13
Okun Ajah Ajah Lagos, FOR RENT: ISLAND LETTING! ISLAND LETTINGS RESIDENTIAL APARTMENT AT OKUN AJAH BEACH 1YR .. Read more ,Rent,700000.0,1.0,1.0,2.0,Ajah,Island,1.0,0.0,0.0,2023-01-12,2023-02-13
Apapa Lagos, FOR RENT: Available for Sale! Office spaces in a good location Not far from apapa wha.. Read more ,Rent,12000.0,0.0,0.0,0.0,Apapa,Mainland,0.0,0.0,0.0,2022-07-13,2023-02-13
Lekki Lagos, FOR RENT: Direct Brief: Luxury Master Bedroom in a fully serviced estate off Victoria Bay.. Read more ,Rent,1500000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-01-26,2023-02-13
Lbs Abraham Adesanya Estate Ajah Lagos, FOR RENT: 36sqm office space at Ajah.. Read more ,Rent,25200000.0,0.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2022-06-08,2023-02-13
Lekki Phase 1 Lekki Lagos," FOR RENT: FOR LEASE: Fully Furnished 3 Bedroom Terrace Duplex N10,000,000 per annum(sl.. Read more ",Rent,10000000.0,4.0,4.0,4.0,Lekki,Island,0.0,1.0,1.0,2022-12-12,2023-02-13
Ikota Lekki Lagos, FOR RENT: For Rent! 5 BEDROOM FULLY DETACHED DUPLEX FOR RENT Amenities: - [ ] 5BED.. Read more ,Rent,5500000.0,5.0,6.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-02-02,2023-02-13
Just Before Orchid Hotel In A Mini Estate Lekki Lagos, FOR RENT: Rent Alert 4-bedroom semi-detached duplex newly built Esther facing orchid h.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-09,2023-02-13
Glory Land Estate Isheri Olofin Near Egbeda Pipeline Alimosho Lagos," FOR RENT: To Let.....,2bedroom flat at Gloryland estate isheri olofin Lagos, all rooms ens.. Read more ",Rent,700000.0,2.0,2.0,3.0,Alimosho,Mainland,0.0,0.0,0.0,2023-01-16,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Just for Urgent Rent *SHARED APARTMENT *LOCATION : OSAPA LONDON 1. *.. Read more ,Rent,1000000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-02-03,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Flat / Apartment for rent Osapa London Lekki Lagos.. Read more ,Rent,1700000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-01-22,2023-02-13
Off Abaranja Ikotun Lagos Abaranje Ikotun Igando Lagos, FOR RENT: *Absolutely new 2 bed* A standard and beautifully built 2 bedroom flat up for.. Read more ,Rent,500000.0,2.0,2.0,0.0,Igando,Mainland,1.0,0.0,0.0,2023-02-01,2023-02-13
Lekki Lagos, FOR RENT: Spacious 2-Bedroom Commercial Office Space Features!!! -Laundry Room -Hom.. Read more ,Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-26,2023-02-13
Facing Addo Road Ado Ajah Lagos, FOR RENT: Now Available For Rent A 20sqm shop facing Ado road Spacious shop and good .. Read more ,Rent,600000.0,,,1.0,Ajah,Island,0.0,0.0,1.0,2022-04-15,2023-02-13
Orchid Road Jakande Lekki Lagos, FOR RENT: Good evening 4 bedroom duplex Location orchid Rent 3m Caution 200 Legal .. Read more ,Rent,3000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-31,2023-02-13
Beckley Estate Abule Egba Abule Egba Lagos," FOR RENT: Brand New 2bedroom with 3toiles all round pop , just 3 in compand prepaid meters.. Read more ",Rent,1000000.0,2.0,0.0,0.0,Abule Egba,Mainland,1.0,0.0,0.0,2023-01-14,2023-02-13
Demurin Road Ketu Lagos, FOR RENT: A luxury well finished 2 bedroom flat all rooms Ensuite group floor at CAC stree.. Read more ,Rent,800000.0,2.0,2.0,2.0,Ketu,Mainland,0.0,0.0,0.0,2023-01-09,2023-02-13
Falomo Awolowo Road Ikoyi Lagos, FOR RENT: A Luxury Brand new 3 bedroom apartment is available for let in Ikoyi with Swim.. Read more ,Rent,10000000.0,3.0,4.0,4.0,Ikoyi,Island,1.0,0.0,1.0,2023-01-09,2023-02-13
Ikota Gra Ikota Lekki Lagos, FOR RENT: DIRECT MANDATE(LEASE) AT IKOTA GRA* Self-serviced 4 Bedroom Semidetached Duplex.. Read more ,Rent,3500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-03,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Spacious 2-Bedroom Apartment Features!!! All Rooms En-suite -Spacious Bedr.. Read more ,Rent,3000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-25,2023-02-13
Ikota Lekki Lagos, FOR RENT: Spacious 3-bedroom Flat in a Serene Estate Feature!! Street Light Platy g.. Read more ,Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-12,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: luxury 3maisonette with bq at lekki phase 1 Rent 6.5m service charge 1.5m .. Read more ,Rent,6500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-08,2023-02-13
Ikota Villa Estate Lekki Lagos, FOR RENT: New Listing Alert! BRAND NEW 4 BEDROOM SEMI DETACHED DUPLEX WITH BQ WELL FIN.. Read more ,Rent,5000000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-07,2023-02-13
In Bera Estate Chevron Lekki Lagos, FOR RENT: Hurry .. Read more ,Rent,1600000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-02-01,2023-02-13
Lekki Lagos, FOR RENT: Tastefully Fitted 4-Bedroom Semi-Detached House Feature!! Pantry Car Port.. Read more ,Rent,10000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-18,2023-02-13
Ikota Gra Ikota Lekki Lagos," FOR RENT: FOR LEASE: 4 Bedroom Semidetached Duplex N4,500,000 per annum(slightly negot.. Read more ",Rent,4500000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2022-12-12,2023-02-13
Agungi Lekki Lagos, FOR RENT: Now available for rent Standard studio apartment in Obamusa estate in agungi .. Read more ,Rent,1600000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-01-30,2023-02-13
Ado Ajah Lagos, FOR RENT: Now Available For Rent A 20sqm shop with inbuilt toilet Spacious shop and .. Read more ,Rent,700000.0,0.0,0.0,0.0,Ajah,Island,0.0,0.0,1.0,2023-01-17,2023-02-13
Apapa Lagos, FOR RENT: Tank Farm For Lease Tank farm for lease at Apapa Dockyard with Kirikiri and I.. Read more ,Rent,900000000.0,,,,Apapa,Mainland,0.0,0.0,0.0,2022-07-30,2023-02-13
Facing Akowonjo Road Dopemu Akowonjo Alimosho Lagos, FOR RENT: Standard commercial partitioning open space Hall wearhouse in a good location of.. Read more ,Rent,3900000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2022-03-08,2023-02-13
Infinity Estate Ajah Lagos, FOR RENT: Modern 5bedroom semi detached Duplex with BQ available for rent at Infinity esta.. Read more ,Rent,3000000.0,5.0,5.0,5.0,Ajah,Island,0.0,0.0,0.0,2023-01-10,2023-02-13
Lekki Lagos, FOR RENT: New luxury standard 2 bedroom in a good location. With elevator.. Read more ,Rent,9000000.0,2.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-31,2023-02-13
Ologolo Lekki Lagos, FOR RENT: *For Rent/Sale 2 units of serviced 4 bedrooms terrace duplex. Location: Eag.. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-02-07,2023-02-13
Victoria Island Lagos, FOR RENT: Luxury Commercial Office Space With Excellent Architecture Feature!! Clinic.. Read more ,Rent,800000.0,1.0,1.0,4.0,Victoria Island,Island,0.0,0.0,0.0,2023-02-01,2023-02-13
Banana Island Ikoyi Lagos," FOR RENT: *To let in Banana Island, Ikoyi, Lagos Perfectly maintained 5 Bedroom semi-de.. Read more ",Rent,30000000.0,5.0,6.0,6.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-04,2023-02-13
Ikate Lekki Lagos, FOR RENT: TO LET!!! A newly built Three(3) Bedroom Flat with 1-Room Boy's Quarters and .. Read more ,Rent,8000000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-29,2023-02-13
Off Mobil Road Ilaje Ajah Lagos, FOR RENT: Now Letting !!! - New built 2 bedroom flat - Spacious living room and room.. Read more ,Rent,1500000.0,2.0,2.0,3.0,Ajah,Island,1.0,0.0,1.0,2023-01-19,2023-02-13
Off Aina ßtr Ojodu Berger Ojodu Lagos, FOR RENT: *Direct brief *30 rooms hotel for lease off aina street ojodu lagos *Prop.. Read more ,Rent,8000000.0,0.0,0.0,0.0,Ojodu,Mainland,0.0,0.0,0.0,2022-12-18,2023-02-13
Vgc Extension Lekki Lagos, FOR RENT: 4 bedroom semi detached house with a bq available for rent at VGC Extension lek.. Read more ,Rent,4500000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-06,2023-02-13
Berger Ojodu Lagos," FOR RENT: Re t #800,000 Agency fee 10% Legal 10% Service charge 20% .. Read more ",Rent,800000.0,0.0,0.0,1.0,Ojodu,Mainland,1.0,0.0,0.0,2022-06-12,2023-02-13
Lekki Lagos, FOR RENT: Rent: 950k 10% Agency 10% Agreement Location: Opposite Southern view Estate.. Read more ,Rent,950000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-02-07,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: 40sqm shop space is available for let in Lekki Phase 1 Price 4m Service charge.. Read more ,Rent,4000000.0,,,,Lekki,Island,0.0,0.0,0.0,2023-01-07,2023-02-13
Victoria Island Lagos, FOR RENT: 2 unite of Massive 7-Bedroom Semi-detached Features!!! -2 Rooms BQ Each -.. Read more ,Rent,20000000.0,7.0,7.0,8.0,Victoria Island,Island,0.0,0.0,0.0,2023-01-21,2023-02-13
Ikota Lekki Lagos, FOR RENT: Rent alert Nice 2 bedroom all room en-suite modern house with balcony and 3 t.. Read more ,Rent,2000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-14,2023-02-13
Ikota Lekki Lagos, FOR RENT: 2bedroom 2M ALC 10 each no dey or Jesus .. Read more ,Rent,2000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-14,2023-02-13
Ilaje Ajah Lagos, FOR RENT: A well located mall 22sqm in size Mall on major busy road Good power supply .. Read more ,Rent,1200000.0,0.0,0.0,0.0,Ajah,Island,1.0,0.0,1.0,2023-01-25,2023-02-13
Ikate Lekki Lagos, FOR RENT: Newly Renovated Service 4 Bedroom Terrace Duplex for let in Ikate Lekki Lagos. .. Read more ,Rent,5500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-02-09,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Brand New 3-Bedroom Apartment Features!!! -Brand New All Rooms En-suite .. Read more ,Rent,3500000.0,3.0,2.0,4.0,Lekki,Island,1.0,0.0,0.0,2023-01-24,2023-02-13
Ajayi Road Ogba Lagos," FOR RENT: FOR LEASE PROPERTY: 3 UNITS OF 2 BEDROOM FLATS WITH POP, PREPAID METER, 3 TOIL.. Read more ",Rent,1600000.0,2.0,2.0,3.0,Ogba,Mainland,0.0,0.0,0.0,2023-01-25,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Fully serviced 3bedroom apartment available for rent at Osapa London Lekki R.. Read more ,Rent,3000000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-01-08,2023-02-13
Agungi Lekki Lagos, FOR RENT: Neatly Maintained 2 Bedroom Flat with a Beautiful Ambiance is now for rent in Ag.. Read more ,Rent,2800000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-02-09,2023-02-13
Ikota Lekki Lagos, FOR RENT: Available For Rent 2 bedroom bungalow in a serene environment Not far from .. Read more ,Rent,2000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-25,2023-02-13
"Platinum Mall, Ikota 1st Gate Ikota Lekki Lagos", FOR RENT: --- 24sqm shop/office open for lease --- Available on ground & upper floor ---.. Read more ,Rent,600000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-01-08,2023-02-13
Orchid Road Lekki Lagos," FOR RENT: TO LET IN AN ESTATE OFF ORCHID ROAD, LEKKI 4 bedroom duplex Rent:3m Agency:.. Read more ",Rent,3000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-01,2023-02-13
Ikate Lekki Lagos," FOR RENT: Brand New 2 Bedroom Apartment at Ikate, Lekki-Lagos. Rent - N4m Agency Fee -.. Read more ",Rent,4000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-01,2023-02-13
Governors Road Ikotun Igando Lagos, FOR RENT: *Just Out A newly built Mini flat apartment is available for rent *Featur.. Read more ,Rent,600000.0,0.0,0.0,0.0,Igando,Mainland,0.0,0.0,0.0,2023-02-09,2023-02-13
Chevron Lekki Lagos, FOR RENT: DIRECT BRIEF: Fully Serviced room boys quarters with its own kitchen @ Bourdi.. Read more ,Rent,600000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-21,2023-02-13
On The Major Road Jakande Lekki Lagos," FOR RENT: Very big Shop space at jakande first gate by fcmb bank, lekki Lagos Suitable .. Read more ",Rent,1500000.0,0.0,0.0,2.0,Lekki,Island,0.0,0.0,0.0,2022-12-19,2023-02-13
Idado Lekki Lagos, FOR RENT: 1 bedroom Flat / Apartment for rent Idado Lekki Lagos.. Read more ,Rent,1300000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,1.0,2023-02-03,2023-02-13
Lekki Lagos, FOR RENT: Spacious 4-Bedroom detached Duplex Feature!! 2 Rooms BQ 24hrs power Supp.. Read more ,Rent,11000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-27,2023-02-13
Divine Estate Amuwo Odofin Amuwo Odofin Lagos, FOR RENT: Newly renovated and extravagantly finished three bedroom apartment at Divine est.. Read more ,Rent,2500000.0,3.0,0.0,0.0,Amuwo Odofin,Mainland,0.0,0.0,0.0,2023-01-28,2023-02-13
Lekki Lagos," FOR RENT: To let Spacious 4 Bedroom Semi Detached duplex with a maids room , all rooms .. Read more ",Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-27,2023-02-13
Lekki Lagos, FOR RENT: JUST LISTED LUXURY 3 BEDROOM APARTMENT WITH A ROOM BQ FEATURES: Brand New.. Read more ,Rent,150000000.0,3.0,4.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-27,2023-02-13
Osapa London Lekki Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Osapa London Lekki Lagos.. Read more ,Rent,3000000.0,2.0,2.0,2.0,Lekki,Island,0.0,0.0,1.0,2023-01-17,2023-02-13
Agungi Lekki Lagos, FOR RENT: Rent alert In obamusa estate agungi *Very specious mini flat downstairs with .. Read more ,Rent,2000000.0,1.0,1.0,2.0,Lekki,Island,0.0,0.0,0.0,2023-01-30,2023-02-13
Off Adeola Odeku Street Victoria Island Lagos, FOR RENT: Fully Serviced 4bedroom pent house available for Rent Off Adeola Odeku Victoria .. Read more ,Rent,12000000.0,4.0,4.0,4.0,Victoria Island,Island,0.0,0.0,0.0,2023-01-04,2023-02-13
Old Ikoyi Ikoyi Lagos, FOR RENT: Luxury & Service 3-Bedroom Terrace Features!! Gym Dining Ares 1 Room BQ.. Read more ,Rent,11500000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-19,2023-02-13
Ikate Lekki Lagos, FOR RENT: Luxury 4-Bedroom Terrace Duplex Feature!! 1 Room BQ Self Serviced 24hrs .. Read more ,Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-19,2023-02-13
P&t Baruwa Ipaja Lagoe Akowonjo Alimosho Lagos, FOR RENT: Decent and clean 2 bedroom Duplex at High castle Estate Boystown with all rooms .. Read more ,Rent,1500000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2022-12-23,2023-02-13
Megamond Estate Lekki Counting Home Ikota Lekki Lagos, FOR RENT: *Ikota Direct Brief for rent* Units of two and three bedroom apartments on va.. Read more ,Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,0.0,2023-01-06,2023-02-13
Ilasamaja Mushin Lagos, FOR RENT: *Just out *7000ft2 Warehouse along Oshodi apapa express. close to Iyana is.. Read more ,Rent,2200.0,0.0,0.0,0.0,Mushin,Mainland,0.0,0.0,0.0,2023-02-09,2023-02-13
Ikate Lekki Lagos, FOR RENT: Fully service 2 bedroom Rent 4m Location ikate Agency 10 percent Lagal.. Read more ,Rent,4000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-01-08,2023-02-13
Lekki Lagos, FOR RENT: New Self serviced 3-bedroom Flat Feature!! Fitted Kitchen All Rooms En-s.. Read more ,Rent,5000000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-13,2023-02-13
Abaranje Ikotun Igando Lagos, FOR RENT: 2 bedroom flat at abaranje ikotun Lagos 2 toilets and 3 bathroom ensuit with Pop.. Read more ,Rent,600000.0,2.0,2.0,2.0,Igando,Mainland,0.0,0.0,0.0,2023-02-03,2023-02-13
Adeola Odeku Victoria Island Lagos, FOR RENT: A newly refurbished 3 bedroom apartment is available for let in Victoria Island .. Read more ,Rent,8000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-01-10,2023-02-13
Tomas Ajufo Estate Alimosh Akowonjo Alimosho Lagos, FOR RENT: Executive and newly built 2 bedroom flat at Thomas Ajufor estate Alimosho road.. Read more ,Rent,2000000.0,2.0,2.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2023-01-10,2023-02-13
Ikota Lekki Lagos, FOR RENT: New Available to rent *2bedroom newly built in ikota GRA upstairs with wide b.. Read more ,Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,0.0,2023-01-15,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Studio apartment with it own kitchen Rent 1.7M Service charge 250k .. Read more ,Rent,1700000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-01-22,2023-02-13
Egbe Idimu Lagos," FOR RENT: Letting Clean ,Relatively New Portable 2 Bedroom with pop Price - #500k P.. Read more ",Rent,500000.0,2.0,2.0,0.0,Idimu,Mainland,1.0,0.0,0.0,2023-01-30,2023-02-13
Chevron Alternative Route Lekki Lagos, FOR RENT: Brand New 4bedroom detached house with bq available for rent off off Chevron al.. Read more ,Rent,6000000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-06,2023-02-13
Ifako Gbagada Gbagada Lagos," FOR RENT: FRESH LETTING Decent 4 Bedroom Semi Detached Duplex in Peace Garden Estate, .. Read more ",Rent,4500000.0,4.0,4.0,4.0,Gbagada,Mainland,0.0,0.0,0.0,2023-01-30,2023-02-13
Lekki Phase 1 Lekki Lagos," FOR RENT: 1. Executive Serviced Studio Apartment @ 13c Yeye olofin street, lekki 1 R- .. Read more ",Rent,1700000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2022-10-28,2023-02-13
Ikate Lekki Lagos, FOR RENT: Spacious 4-Bedroom Terrace Features!!! -Brand New All Rooms En-suite -Sp.. Read more ,Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-25,2023-02-13
Chevron Lekki Lagos, FOR RENT: Now Available to rent *Standard 5 bedroom fully detached with a specious Bq i.. Read more ,Rent,5000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-13
Old Ikoyi Ikoyi Lagos, FOR RENT: Commercial Shop Space Feature!! 100SQM Newly Built Front Shop Ample.. Read more ,Rent,10000000.0,1.0,1.0,1.0,Ikoyi,Island,1.0,0.0,1.0,2023-01-24,2023-02-13
Parkview Estate Ikoyi Lagos," FOR RENT: Well, Maintenance 3 bedroom flat available for rent at Parkview estate, Ikoyi La.. Read more ",Rent,4500000.0,3.0,3.0,3.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-15,2023-02-13
Orchid Road By Victoria Bay Lekki Lagos, FOR RENT: Rent Alert *4bedroom terrace for rent *Ochid road by Victoria bay ??Rent .. Read more ,Rent,3500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-10,2023-02-13
Lekki Lagos, FOR RENT: For Rent: Suitable for Residential & Commercial Purposes. Located in Lekki Pha.. Read more ,Rent,10000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-31,2023-02-13
Ologolo Lekki Lagos, FOR RENT: Out now to rent *Well built standard mini flat upstairs just two people in t.. Read more ,Rent,1800000.0,1.0,1.0,1.0,Lekki,Island,1.0,0.0,0.0,2023-01-23,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: A newly refurbished 6-Bedroom semi-detached house is available for let in Lekki .. Read more ,Rent,14000000.0,5.0,6.0,6.0,Lekki,Island,0.0,0.0,0.0,2022-12-29,2023-02-13
Abaranje Ikotun Igando Lagos, FOR RENT: *Cheep 2 bedroom to let A neatly used 2 bedroom flat is available for rent at.. Read more ,Rent,300000.0,2.0,2.0,0.0,Igando,Mainland,0.0,1.0,0.0,2023-01-27,2023-02-13
Estate Sangotedo Ajah Lagos," FOR RENT: TO LET BRAND NEW 3 BEDROOM TERRACE DUPLEX ESTATE SANGOTEDO LAGOS, Rent #1.6.. Read more ",Rent,1600000.0,3.0,3.0,4.0,Ajah,Island,1.0,0.0,0.0,2023-01-09,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: Spacious 4-Bedroom Terrace Feature!! Serene Area Fully Fitted Kitchen .. Read more ,Rent,10000000.0,4.0,5.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-16,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: Spacious 5-Bedroom Detached House Feature!! 2 Room BQ Fitted Kitchen Al.. Read more ,Rent,17000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-01-19,2023-02-13
Salem Ilasan Lekki Lagos, FOR RENT: A tastefully beautiful 4 Bedroom Terrance duplex Rent N120m Tittle documen.. Read more ,Rent,120000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2022-12-16,2023-02-13
Magodo Phase 2 Gra Shangisha Alausa Ikeja Lagos, FOR RENT: New luxury standard 5bedroom fully detached duplex with bq in a gated Estate.2ye.. Read more ,Rent,9000000.0,5.0,0.0,0.0,Ikeja,Mainland,0.0,1.0,0.0,2022-11-19,2023-02-13
Lekki Lagos, FOR RENT: To let newly built self-serviced 3 bedroom apartment in an enclosed estate in Le.. Read more ,Rent,4500000.0,3.0,3.0,3.0,Lekki,Island,1.0,0.0,0.0,2023-01-30,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: SERVICED 3 BEDROOM MAISONETTE AVAILABLE FOR RENT IN LEKKI PHASE 1 LEKKI RENT.. Read more ,Rent,6000000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-01-09,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: Spacious office space at Lekki phrase 1 off Admiralty way Rent #4.5m Agency 10.. Read more ,Rent,4500000.0,,,,Lekki,Island,0.0,1.0,0.0,2023-01-10,2023-02-13
Awoyaya Ajah Lagos, FOR RENT: Available For Rent!! 3 bedroom bungalow with pent house and a room bq availa.. Read more ,Rent,2000000.0,3.0,3.0,4.0,Ajah,Island,0.0,0.0,1.0,2022-12-28,2023-02-13
Lekki Lagos, FOR RENT: TO LET 2 BEDROOM APARTMENT Rent: 5million Agent:10% Legal:10% Caution:200k.. Read more ,Rent,5000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-01-31,2023-02-13
Garden Valley Gra Ogudu Lagos, FOR RENT: A standard room self contain at ogudu garden valley gra Lagos Rent #1.3m slightl.. Read more ,Rent,1300000.0,0.0,0.0,0.0,Ogudu,Mainland,0.0,0.0,0.0,2023-01-27,2023-02-13
Lekki Lagos, FOR RENT: Super Spacious 4-Bedroom Townhouse with BQ Feature!! Brand New 1 Room BQ .. Read more ,Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-30,2023-02-13
