Location,Description,Listing_Type,Price,Beds,Baths,Toilets,City,Location_Area,Newly Built,Furnished,Serviced,Date_Added,Date_Updated
"Olorunshogo Estate, Sabo, Ikorodu Lagos", FOR RENT: 3 BEDROOM FLAT available at OLORUNSHOGO ESTATE BEHIND ALAKA PETROL STATION SABO .. Read more ,Rent,500000.0,3.0,3.0,4.0,Ikorodu,Mainland,0.0,1.0,0.0,2023-02-13,2023-02-13
"Harmony Estate, Magodo Gra Phase 1 Ojodu Lagos", FOR RENT: To let standard 3 bedroom flat upstairs all room in suit at harmony estate magod.. Read more ,Rent,2000000.0,3.0,3.0,4.0,Ojodu,Mainland,0.0,1.0,0.0,2023-02-13,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: Rent Alert 4 Bedroom Terrace Duplex Location: Lekki Phase 1 Rent: 15M.. Read more ,Rent,15000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-13,2023-02-13
Off Gerard Ikoyi Lagos, FOR RENT: SPACIOUS 3 BEDROOM FLAT WITH BQ IN A MINI ESTATE Location: Ikoyi Lagos Price:.. Read more ,Rent,5000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Falomo Ikoyi Lagos, FOR RENT: Spacious Commercial Shop Space Features 250sqm Spacious Visitors toilet .. Read more ,Rent,12000000.0,2.0,2.0,2.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Falomo Ikoyi Lagos, FOR RENT: Spacious Commercial 3- Bedroom Features!!! Spacious Work station 3 spaciou.. Read more ,Rent,5000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikate Lekki Lagos," FOR RENT: FURNISHED 3BEDROOM APARTMENT WITHIN A SERENENEIGHBORHOOD Location: Ikate, Lago.. Read more ",Rent,6000000.0,3.0,3.0,4.0,Lekki,Island,0.0,1.0,0.0,2023-02-13,2023-02-13
Okada Park Ajao Estate Isolo Lagos, FOR RENT: Tastefully furnished Executive mini-flat with 2 toilets and prepaid meter in a s.. Read more ,Rent,900000.0,1.0,2.0,2.0,Isolo,Mainland,0.0,0.0,1.0,2023-02-13,2023-02-13
Ikate Lekki Lagos, FOR RENT: 5 Bedroom Detached House with a Room Bq is now for let in Ikate Elegushi Lekki L.. Read more ,Rent,8000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Pedro Palmgroove Shomolu Lagos, FOR RENT: Newly built 3 bedroom Apartment for rent Pedro Palm-groove Shomolu Lagos.. Read more ,Rent,1500000.0,3.0,3.0,4.0,Shomolu,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Victoria Island Lagos," FOR RENT: 3 BEDROOM APARTMENT FOR RENT Location: VI , Lagos Price: 8m per annum Other.. Read more ",Rent,8000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Kilo Surulere Lagos, FOR RENT: Newly Built 3 bedroom Flat / Apartment for rent Kilo Surulere Lagos.. Read more ,Rent,1500000.0,3.0,3.0,4.0,Surulere,Mainland,1.0,1.0,1.0,2023-02-13,2023-02-13
Ogunlana Surulere Lagos, FOR RENT: 1 bedroom Flat / Apartment for rent Ogunlana Surulere Lagos.. Read more ,Rent,1400000.0,1.0,2.0,2.0,Surulere,Mainland,0.0,1.0,0.0,2023-02-13,2023-02-13
Estate Ifako Ogba Ogba Lagos, FOR RENT: Direct brief Still available A lovely modern mini flat with POP inside Kay.. Read more ,Rent,800000.0,1.0,1.0,1.0,Ogba,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Street Ifako Ogba Ogba Lagos, FOR RENT: Just out To let Brand newly 2 bedroom flat in off college road ogba upstairs .. Read more ,Rent,1700000.0,2.0,2.0,2.0,Ogba,Mainland,0.0,1.0,1.0,2023-02-13,2023-02-13
Omole Phase 2 Ojodu Lagos, FOR RENT: 2 Bedroom flat at Omole Phase 2 for 2million yearly .. Read more ,Rent,2000000.0,2.0,2.0,3.0,Ojodu,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Off Kofo Abayomi Victoria Island Lagos," FOR RENT: SERVICED 3BEDROOM APARTMENT FOR RENT Location: VI , Lagos Price: 7m per annum .. Read more ",Rent,7000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Ogudu Ogudu Lagos," FOR RENT: 2 bedroom 1.1m ogudu personal prepaid personal borehole, 2 in a compound, gated.. Read more ",Rent,1200000.0,2.0,2.0,3.0,Ogudu,Mainland,0.0,1.0,0.0,2023-02-13,2023-02-13
"Otunla Town, Kajola Bustop, Lakowe Ajah Lagos", FOR RENT: Just out for rent at otunla town opposite kajola Newly built and spacious roo.. Read more ,Rent,250000.0,,,,Ajah,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Bafaj Crescent Awoyaya Ajah Lagos, FOR RENT: Spacey and well ventilated mini flat in a safe compound of 4 families. Basic re.. Read more ,Rent,500000.0,1.0,1.0,2.0,Ajah,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Anthony Village Maryland Lagos, FOR RENT: Quick Letting - Mini Flat at Anthony Village Decent Mini Flat with an extra s.. Read more ,Rent,1100000.0,1.0,1.0,2.0,Maryland,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Kilo Marsha Surulere Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Kilo-Marsha Surulere Lagos.. Read more ,Rent,2000000.0,2.0,2.0,3.0,Surulere,Mainland,1.0,1.0,1.0,2023-02-13,2023-02-13
Ajayi Road Ogba Lagos, FOR RENT: Flat / Apartment for rent Ajayi road Ogba Lagos.. Read more ,Rent,400000.0,0.0,0.0,0.0,Ogba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
In A Closed Estate Ogudu Ogudu Lagos," FOR RENT: 2 bedroom ogudu 1.3m POP, painted, water, car park, gated, chandelier, wardro.. Read more ",Rent,1300000.0,2.0,3.0,0.0,Ogudu,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Oniru Victoria Island Lagos, FOR RENT: Luxury Brand New 3- Bedroom Apartment Features!!! *Elevator * Brand New .. Read more ,Rent,8000000.0,3.0,3.0,4.0,Victoria Island,Island,1.0,0.0,1.0,2023-02-13,2023-02-13
Old Ikoyi Ikoyi Lagos, FOR RENT: Brand New Luxury 2-Bedroom Apartment Features!!! * Elevator * Brand New .. Read more ,Rent,11500000.0,2.0,2.0,3.0,Ikoyi,Island,1.0,0.0,1.0,2023-02-13,2023-02-13
Ajayi Road Ogba Lagos, FOR RENT: 1 bedroom Flat / Apartment for rent Ajayi road Ogba Lagos.. Read more ,Rent,700000.0,1.0,1.0,2.0,Ogba,Mainland,0.0,0.0,0.0,2023-02-09,2023-02-13
Ogudu Lagos, FOR RENT: 1 bedroom Flat / Apartment for rent Ogudu Ogudu Lagos.. Read more ,Rent,800000.0,1.0,1.0,2.0,Ogudu,Mainland,0.0,0.0,0.0,2023-02-10,2023-02-13
Greenfield Estate Ago Palace Okota Lagos, FOR RENT: Spacious .. Read more ,Rent,1500000.0,2.0,2.0,3.0,Okota,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikate Ikate Lekki Lagos," FOR RENT: Lovely and Spacious 2 Bedroom Apartment To Let at Ikate, Lekki Lagos State Niger.. Read more ",Rent,2700000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Freedom Way Lekki Phase 1 Lekki Lagos," FOR RENT: Nice 2 Bedroom Apartment To Let at off Freedom Way, Lekki phase I Lagos State Ni.. Read more ",Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Freedom Way Lekki Phase 1 Lekki Lagos," FOR RENT: Lovely and Spacious Mini Flat To Let at off Freedom Way, Lekki phase I Lagos Sta.. Read more ",Rent,1500000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Higher Ground Estate Sangotedo Lagos, FOR RENT: A Newly Built 2bedroom flat for rent at higher ground estate sagontedo ajah Lago.. Read more ,Rent,1200000.0,2.0,2.0,3.0,Sangotedo,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Ifako Ogba Ogba Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Ifako-ogba Ogba Lagos.. Read more ,Rent,1300000.0,2.0,2.0,3.0,Ogba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Aguda(ogba) Ogba Lagos," FOR RENT: 1 bedroom Flat with POP finishing, all rooms en-suite for rent Aguda(Ogba) Ogba .. Read more ",Rent,650000.0,1.0,1.0,2.0,Ogba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Akoka Yaba Lagos, FOR RENT: Direct brief A spacious room self with balcony at akoka Yaba Room self 600.. Read more ,Rent,600000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Onike Yaba Lagos, FOR RENT: Executive super decent n standard 3 and 2 bedroom all room en-suite with visitor.. Read more ,Rent,2700000.0,2.0,2.0,3.0,Yaba,Mainland,1.0,1.0,0.0,2023-02-13,2023-02-13
Agungi Lekki Lagos, FOR RENT: House for rent Agungi Lekki Lagos.. Read more ,Rent,4500000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikoyi Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent Ikoyi Lagos.. Read more ,Rent,10000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,0.0,0.0,2023-02-13,2023-02-13
Osapa London Lekki Lagos, FOR RENT: 4 bedroom House for rent Osapa london Lekki Lagos.. Read more ,Rent,7500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Chevron Lekki Lagos, FOR RENT: 3 bedroom House for rent chevron Lekki Lagos.. Read more ,Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Meiran Abule Egba Abule Egba Lagos, FOR RENT: Big shop with extension facing Meiran tarred road Rent 15k.per month 80/80.. Read more ,Rent,180000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Oniru Victoria Island Lagos, FOR RENT: 4 bedroom House for rent ONIRU Victoria Island Lagos.. Read more ,Rent,10000000.0,4.0,4.0,5.0,Victoria Island,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikate Lekki Lagos, FOR RENT: 4 bedroom House for rent Ikate Lekki Lagos.. Read more ,Rent,8000000.0,4.0,4.0,5.0,Lekki,Island,0.0,1.0,0.0,2023-02-13,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: 4 bedroom House for rent Lekki Phase 1 Lekki Lagos.. Read more ,Rent,8500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikate Lekki Lagos, FOR RENT: 4 bedroom House for rent Ikate Lekki Lagos.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Contemporary Brand New 5- Bedroom Detached House Features!!! * Brand New .. Read more ,Rent,480000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,1.0,2023-02-13,2023-02-13
Oba Akran Ikeja Lagos," FOR RENT: *Hot letting @ ikeja, oba akran axis* 2BEDROOM* - Rent required #2M Per Ann.. Read more ",Rent,2000000.0,2.0,2.0,3.0,Ikeja,Mainland,1.0,1.0,0.0,2023-02-13,2023-02-13
Akoka Yaba Lagos, FOR RENT: Furnished Studio Apartment... Facilities include: AC Wardrobe Kitchen Cab.. Read more ,Rent,800000.0,0.0,0.0,0.0,Yaba,Mainland,1.0,1.0,0.0,2023-02-13,2023-02-13
Onipanu Shomolu Lagos, FOR RENT: *TO LET* EXECUTIVE 3 BEDROOM FLAT AT WATCHTOWER SHOMOLU VERY CLOSE TO ONIPANU.. Read more ,Rent,1500000.0,0.0,0.0,0.0,Shomolu,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Jibowu Yaba Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Jibowu Yaba Lagos.. Read more ,Rent,1500000.0,2.0,2.0,3.0,Yaba,Mainland,1.0,1.0,0.0,2023-02-13,2023-02-13
Fola Agoro Yaba Lagos, FOR RENT: Fastest fingers only: A clean and decent mini flat apartment in a serene environ.. Read more ,Rent,700000.0,1.0,2.0,2.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Olive Estste Ago Palace Okota Lagos," FOR RENT: On an interlocked str, just 2 occupants Ground floor ?washing machine, ?.. Read more ",Rent,1500000.0,3.0,3.0,4.0,Okota,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
"Majek, Sangotedo Ajah Lagos", FOR RENT: 550k Majek fresh mini flat with 2 toilet and pop in a very fresh and calm compou.. Read more ,Rent,550000.0,1.0,1.0,2.0,Ajah,Island,1.0,1.0,0.0,2023-02-13,2023-02-13
Road 38 Lekki Scheme 2 Off Abraham Adesanya Estate Lekki Scheme 2 Ajah Lagos, FOR RENT: For rent Bq selfcontain with a space for kitchen at Lekki scheme 2 off abraham.. Read more ,Rent,350000.0,1.0,1.0,1.0,Ajah,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Salem Ilasan Lekki Lagos, FOR RENT: One room and palour miniflat.. Read more ,Rent,1000000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
"Victory Estate, Itele Ayobo Ipaja Lagos"," FOR RENT: Specious 2bedroom flat apartment with wardrobe, kitchen cabinet, all tiles floor.. Read more ",Rent,270000.0,2.0,3.0,3.0,Ipaja,Mainland,0.0,1.0,1.0,2023-02-13,2023-02-13
"Victory Estate, Itele Ayobo Ipaja Lagos"," FOR RENT: Specious 3bedroom flat apartment with wardrobe, kitchen cabinet, all tiles floor.. Read more ",Rent,400000.0,3.0,4.0,4.0,Ipaja,Mainland,1.0,1.0,1.0,2023-02-13,2023-02-13
"Kusa, Pedro Rd, Palmgroove Shomolu Lagos", FOR RENT: *To Let* A Relatively new 2 Bedroom Flat at Kusa Street Off Pedro road with 2.. Read more ,Rent,800000.0,2.0,2.0,2.0,Shomolu,Mainland,0.0,1.0,0.0,2023-02-13,2023-02-13
Itele Ayobo Ipaja Lagos," FOR RENT: Specious 3bedroom flat apartment with wardrobe, kitchen cabinet, all tiles floor.. Read more ",Rent,500000.0,3.0,3.0,3.0,Ipaja,Mainland,1.0,1.0,1.0,2023-02-13,2023-02-13
Roxbury Estate Opposite Northwest Filling Station Ikota Lekki Lagos, FOR RENT: 24 hours light Swimming pool and gym Easy access to the express.. Read more ,Rent,800000.0,0.0,1.0,1.0,Lekki,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Olorunshola Ayobo Ipaja Lagos," FOR RENT: Specious 2bedroom flat apartment, with wardrobe, kitchen cabinet, all tiles floo.. Read more ",Rent,400000.0,2.0,3.0,3.0,Ipaja,Mainland,1.0,1.0,1.0,2023-02-13,2023-02-13
K Farm Estate Obawole Ogba Lagos, FOR RENT: Exquisite furnished miniflat with pop ceiling with kitchen cabinets with ceiling.. Read more ,Rent,850000.0,1.0,,,Ogba,Mainland,1.0,0.0,0.0,2023-01-23,2023-02-13
College Road Ogba Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent College Road Ogba Lagos.. Read more ,Rent,800000.0,2.0,0.0,0.0,Ogba,Mainland,0.0,0.0,0.0,2023-01-28,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: Luxury 2 Bedroom Flat with Beautiful Ambience for rent in Lekki Phase 1 Featu.. Read more ,Rent,6000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Banana Island Ikoyi Lagos, FOR RENT: 3 bedroom House for rent Banana Island Ikoyi Lagos.. Read more ,Rent,10000000.0,3.0,3.0,0.0,Ikoyi,Island,0.0,1.0,1.0,2023-02-13,2023-02-13
Isuti Ikotun Igando Lagos, FOR RENT: Renovated 2 bedroom flat all tiles floor 3 toilet no landlord fence gate water a.. Read more ,Rent,320000.0,2.0,2.0,3.0,Igando,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
"Alabeko, Via General Paint Bustop, Sangotedo Ajah Lagos"," FOR RENT: Standard 3bed with Pop ceilings wardrobes,kitchen and all rooms ensuit cabinet a.. Read more ",Rent,1200000.0,3.0,3.0,4.0,Ajah,Island,0.0,1.0,0.0,2023-02-13,2023-02-13
Fola Agoro Yaba Lagos," FOR RENT: *Just Out* A Very Nice Roomself contain in Fola-Agoro, Off Modupe Estate with .. Read more ",Rent,450000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Onipanu Ikorodu Road(ilupeju) Ilupeju Lagos, FOR RENT: FASTEST FINGERS ONLY A ROOM IN FLAT AT ONIPANU FADEYI PAINTED ND GATED TWO 2 S.. Read more ,Rent,230000.0,0.0,0.0,0.0,Ilupeju,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Abraham Adesanya Estate Ajah Lagos, FOR RENT: It's a newly build 4 bedroom terrace duplex located in Ajah in a well secured an.. Read more ,Rent,4000000.0,4.0,4.0,5.0,Ajah,Island,1.0,0.0,0.0,2023-02-10,2023-02-13
Akoka Yaba Lagos, FOR RENT: A standard self contain apartment in a nice environment at Akoka Yaba with neces.. Read more ,Rent,350000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Ayobo Ipaja Lagos, FOR RENT: Decent Renovated 2 bedroom flat pop ceiling all rooms ensuite 9ice kitchen with .. Read more ,Rent,700000.0,2.0,2.0,3.0,Ipaja,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Abule Ijesha Yaba Lagos," FOR RENT: STANDARD ROOM SELF CON AT ABULE IJESHA YABA LAGOS WITH POP, SCREEDED WALL KITCHE.. Read more ",Rent,500000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Lekki Phase 1 Lekki Lagos," FOR RENT: JUST OUT!!! Fully Serviced 2 Bedroom apartment for rent with 24hrs light, El.. Read more ",Rent,5000000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-02-13,2023-02-13
Ayobo Lagos Ayobo Ipaja Lagos, FOR RENT: Renovated 3 bedroom flat pop ceiling all rooms ensuite 9ice kitchen with cabinet.. Read more ,Rent,800000.0,3.0,3.0,4.0,Ipaja,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Baba Adisa Alatise Ibeju Lekki Lagos, FOR RENT: Sharp mini flat(upstairs) located in a secured area in baba adisa walkable dista.. Read more ,Rent,400000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-11,2023-02-13
Pedro Palmgroove Shomolu Lagos, FOR RENT: Just out for let now Fastest finger Newly renovated mini flat in a nice neig.. Read more ,Rent,800000.0,1.0,0.0,0.0,Shomolu,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Abule Oja Yaba Lagos," FOR RENT: A STANDARD ROOM SELF CON AT YABA ABULE OJA WITH POP, SCREEDED WALL KITCHEN ND MO.. Read more ",Rent,400000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Abule Oja Yaba Lagos, FOR RENT: Just out for let now Fastest finger Nice and standard room self contain with .. Read more ,Rent,450000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Akoka Yaba Lagos, FOR RENT: A nice self contain apartment in a serene environment at Akoka Yaba with tiles w.. Read more ,Rent,350000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikota Lekki Lagos, FOR RENT: 4 bedroom House for rent Ikota Villa Estate Ikota Lekki Lagos Rent..#3.8m Lega.. Read more ,Rent,3800000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ikota Lekki Lagos, FOR RENT: 4 bedroom House for rent Ikota Villa Estate Ikota Lekki Lagos.. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Ishefun Ayobo Ipaja Lagos, FOR RENT: Newly built mini flat pop ceiling 9ice kitchen with cabinets all tiles floor goo.. Read more ,Rent,350000.0,1.0,1.0,2.0,Ipaja,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Ayobo Ipaja Lagos, FOR RENT: Superb spacious 3 bedroom flat pop ceiling 9ice kitchen with cabinets big sittin.. Read more ,Rent,600000.0,3.0,4.0,3.0,Ipaja,Mainland,1.0,0.0,0.0,2023-02-13,2023-02-13
Odutola Bello Street Off Aderemi Akeju Soluyi Gbagada Lagos," FOR RENT: *Just out for let, relatively new house*(upstairs) *3bedroom flat,fully furni.. Read more ",Rent,2500000.0,3.0,4.0,5.0,Gbagada,Mainland,0.0,1.0,1.0,2023-02-11,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: TO LET Furnished 5Bedroom Semi Detached Duplex with Bq Price: N12m (Suita.. Read more ,Rent,12000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-13
Off Gerard Old Ikoyi Ikoyi Lagos, FOR RENT: LET SERVICED 3BEDROOM APARTMENT WITHIN A SECURED NEIGHBORHOOD!!! Location.. Read more ,Rent,10000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-02-13,2023-02-13
Oke Afa Isolo Lagos, FOR RENT: **GOOD FOR CHURCH HALL .. Read more ,Rent,1500000.0,0.0,0.0,0.0,Isolo,Mainland,0.0,0.0,0.0,2023-01-03,2023-02-13
Ikota Lekki Lagos," FOR RENT: Spacious self contained at Ikota Villa Estate, Lekki for rent. Rent 900k Servi.. Read more ",Rent,900000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-02-02,2023-02-13
Osapa London Lekki Lagos," FOR RENT: FURNISHED 4 BEDROOM TERRACE DUPLEX FOR RENT !!! Location: Osapa, Lagos Price.. Read more ",Rent,7000000.0,0.0,0.0,0.0,Lekki,Island,1.0,0.0,1.0,2023-02-02,2023-02-13
Lekki Phase 1 Lekki Lagos, FOR RENT: A Commercial 3 bedroom office space is available for let in Lekki Phase 1 4 in.. Read more ,Rent,5000000.0,,,,Lekki,Island,0.0,0.0,0.0,2023-01-09,2023-02-13
Victoria Island Lekki Lagos, FOR RENT: Luxury fully furnished 2 Bedroom apartment (ground floor) apartment For Rent .. Read more ,Rent,4500000.0,2.0,2.0,3.0,Lekki,Island,1.0,1.0,1.0,2023-02-07,2023-02-13
Osapa London Lekki Lagos, FOR RENT: Brand New 5-Bedroom Fully Detached House Features!!! -Brand New -Room BQ .. Read more ,Rent,8000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-26,2023-02-13
Orchid Road Just By Victoria Bay Lekki Lagos, FOR RENT: 4 BEDROOM TERRACE DUPLEX ORCHID ROAD before the roundabout Rent: N3.5millio.. Read more ,Rent,3500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-01-31,2023-02-13
Pinnock Beach Road Osapa London Lekki Lagos, FOR RENT: SPACIOUS 4 BEDROOM FULLY DETACHED TO LET @ CLOSE IN PINNOCK BEACH ESTATE OSAPA.. Read more ,Rent,4500000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-06,2023-02-13
Victoria Island Lagos, FOR RENT: Commercial Property For Let Features!! -Access Control -Ample Parking Lot .. Read more ,Rent,14000000.0,0.0,0.0,4.0,Victoria Island,Island,0.0,0.0,0.0,2022-09-06,2023-02-13
Off Awolowo Road Ikoyi S.w Ikoyi Lagos, FOR RENT: Massive Commercial 5 Bedroom Semi Detached House for rent in Ikoyi off Awolowo R.. Read more ,Rent,25000000.0,5.0,5.0,6.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-08,2023-02-13
Sprin Garden Estate Chevron Lekki Lagos," FOR RENT: FOR LEASE: 4 Bedroom Terrace Duplex Sprin Gardens Estate, Orchid Road, Lekki,.. Read more ",Rent,4500000.0,4.0,4.0,4.0,Lekki,Island,0.0,0.0,0.0,2022-12-12,2023-02-13
Ipaja Road Ipaja Lagos," FOR RENT: Shop for rent, at Ipaja road.. Read more ",Rent,120000.0,0.0,0.0,0.0,Ipaja,Mainland,1.0,1.0,1.0,2022-06-10,2023-02-13
Off Admiralty Way Lekki Phase 1 Lekki Lagos, FOR RENT: Shop space available for rent in a shopping Mall off Admiralty way Lekki Phase 1.. Read more ,Rent,5600000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-01-06,2023-02-13
Akowonjo Akowonjo Alimosho Lagos, FOR RENT: Commercial Property for rent Akowonjo Akowonjo Alimosho Lagos.. Read more ,Rent,3000000.0,,,,Alimosho,Mainland,1.0,0.0,0.0,2022-03-17,2023-02-13
Lekki Palm City Lekki Phase 2 Lekki Lagos, FOR RENT: *FOR RENT*!!! *BRAND NEW FULLY DETACHED DUPLEX AT LEKKI PALM CITY NOW N4M LET.. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-03,2023-02-13
Off Ikotun Igando Road Lagos State Ikotun Igando Lagos," FOR RENT: 2 bedroom flat downstair with store, kitchen cabinet, borehole,2 toilets in a Se.. Read more ",Rent,500000.0,2.0,0.0,0.0,Igando,Mainland,0.0,1.0,0.0,2023-02-07,2023-02-13
Ketu Lagos, FOR RENT: TO LET Executive 3 bedrooms all rooms ensuite Self Prepaid Meter 24 hours boreh.. Read more ,Rent,1300000.0,3.0,3.0,3.0,Ketu,Mainland,0.0,0.0,0.0,2023-01-25,2023-02-13
Lekki Lagos, FOR RENT: Massive & Luxury 5-Bedroom Semi-Detached House Feature!! 1Room BQ 24hrs po.. Read more ,Rent,9000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-01-17,2023-02-13
Megamond Estate Ikota Lekki Lagos, FOR RENT: Units of two and three bedroom apartments on various floors for rent. Locati.. Read more ,Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,0.0,2023-01-06,2023-02-13
Lekki Lagos, FOR RENT: Spacious 2-bedroom Flat Feature!! Serene Estate Fitted Kitchen All Rooms.. Read more ,Rent,2500000.0,3.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-13,2023-02-13
Ikate Elegushi Lekki Lagos, FOR RENT: STANDARD NEWLY BUILT 3 BEDROOM FLAT AVAILABLE FOR RENT AT IKATE ELEGUSHI LEKKI .. Read more ,Rent,4000000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-01-15,2023-02-13
West End Estate Lekki County Ikota Lekki Lagos, FOR RENT: *TOPNOTCH 3 BEDROOM DUPLEX AVAILABLE FOR IMMEDIATE RENT.* FEATURES *3 bedr.. Read more ,Rent,3000000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-01-09,2023-02-13
Agungi Lekki Lagos, FOR RENT: Rent alert *Nice and standard room upstairs in Obamusa estate in agungi Ren.. Read more ,Rent,1200000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-01-30,2023-02-13
